,name,height,weight,position,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers,drafted,position_Center,position_Forward,position_Guard
29494,Tevonn Walker,73,195,Guard,124,116,27.2,3.8,9.2,0.412,2.8,5.9,0.473,1.0,3.3,0.412,2.8,3.7,0.747,1.6,1.2,0.1,11.3,1.1,3.1,4.3,1.5,0,0,0,1
29495,Torin Walker,83,240,Center,73,1,5.2,0.5,1.2,0.4270000000000001,0.5,1.2,0.4270000000000001,0.0,0.0,0.4270000000000001,0.4,0.5,0.7440000000000001,0.1,0.0,0.1,1.4,0.4,0.4,0.9,0.3,0,1,0,0
29496,Ty Walker,84,230,Center,70,20,15.2,1.4,3.1,0.447,1.4,3.1,0.447,0.0,0.0,0.447,0.5,0.8,0.604,0.4,0.4,2.1,3.2,1.0,2.2,3.2,0.7,0,1,0,0
29497,Tyrone Walker,78,220,Forward,115,88,29.7,3.8,8.5,0.451,2.6,5.2,0.503,1.2,3.3,0.451,2.1,2.8,0.742,1.6,1.0,0.9,11.0,2.2,3.9,6.1,1.8,0,0,1,0
29498,Will Walker,72,190,Guard,123,80,27.3,4.0,10.1,0.398,2.4,5.5,0.446,1.6,4.6,0.398,1.4,2.0,0.693,1.5,1.2,0.1,11.1,0.7,1.6,2.3,1.1,0,0,0,1
29499,Wyatt Walker,81,240,Center,104,100,22.8,3.5,6.0,0.58,3.5,5.9,0.588,0.0,0.1,0.58,2.3,3.1,0.728,1.0,0.5,0.9,9.3,2.2,4.4,6.7,1.5,0,1,0,0
29500,Zac Walker,72,175,Guard,40,4,3.2,0.2,0.5,0.368,0.1,0.1,0.5,0.1,0.4,0.368,0.2,0.2,0.75,0.4,0.2,0.0,0.6,0.1,0.2,0.3,0.3,0,0,0,1
29502,John Walker III,81,196,Forward,29,1,13.2,1.1,2.4,0.457,0.9,1.6,0.532,0.2,0.8,0.457,0.8,1.4,0.6,0.6,0.4,0.2,3.3,0.8,1.6,2.3,1.0,0,0,1,0
29504,Nathan Walkup,79,210,Forward,128,51,15.4,1.8,3.9,0.459,1.2,2.0,0.589,0.6,1.9,0.459,0.9,1.3,0.6759999999999999,0.8,0.5,0.1,5.1,1.0,2.1,3.1,0.7,0,0,1,0
29505,Thomas Walkup,76,195,Guard,135,102,26.2,4.7,8.3,0.568,4.4,7.3,0.603,0.3,1.0,0.568,3.2,4.3,0.759,2.9,1.3,0.3,12.9,2.2,3.4,5.6,1.6,0,0,0,1
29506,Christian Wall,73,185,Guard,120,47,20.8,2.3,6.1,0.383,1.6,3.7,0.431,0.8,2.4,0.383,1.4,2.0,0.6920000000000001,1.6,1.0,0.1,6.8,0.5,1.7,2.2,1.5,0,0,0,1
29509,John Wall,76,195,Guard,37,37,34.8,5.5,11.8,0.461,4.5,8.8,0.509,1.0,3.1,0.461,4.7,6.3,0.754,6.5,1.8,0.5,16.6,0.8,3.5,4.3,4.0,1,0,0,1
29510,Ryan Wall,72,175,Guard,101,6,12.3,1.0,3.2,0.324,0.3,1.0,0.333,0.7,2.1,0.324,1.3,1.7,0.768,1.2,0.8,0.0,4.0,0.3,0.8,1.1,1.2,0,0,0,1
29511,Andre Wallace,73,200,Guard,26,6,14.9,1.5,4.2,0.3670000000000001,0.8,1.8,0.458,0.7,2.3,0.3670000000000001,0.9,1.9,0.49,1.1,0.4,0.0,4.7,0.2,1.3,1.5,0.9,0,0,0,1
29512,Artem Wallace,80,250,Center,96,33,10.6,1.1,1.9,0.5429999999999999,1.1,1.9,0.5429999999999999,0.0,0.0,0.5429999999999999,0.4,1.2,0.322,0.4,0.2,0.2,2.5,1.0,1.1,2.2,0.5,0,1,0,0
29514,Blake Wallace,79,220,Forward,74,28,19.1,1.9,4.8,0.408,1.0,2.3,0.458,0.9,2.5,0.408,0.8,1.0,0.74,0.8,0.5,0.3,5.6,0.7,2.0,2.7,0.7,0,0,1,0
29515,Brandon Wallace,82,203,Forward,135,91,25.8,2.7,5.9,0.458,2.3,4.3,0.541,0.3,1.5,0.458,1.0,1.7,0.5579999999999999,1.5,0.9,1.9,6.7,2.2,3.6,5.8,1.0,0,0,1,0
29516,Bryant Wallace,80,270,Center,13,0,6.0,0.8,1.3,0.588,0.8,1.3,0.588,0.0,0.0,0.588,0.1,0.5,0.16699999999999998,0.2,0.1,0.3,1.6,0.4,0.8,1.2,0.3,0,1,0,0
29517,Chris Wallace,74,198,Guard,110,27,16.4,1.2,3.4,0.35,0.5,1.1,0.448,0.7,2.3,0.35,0.6,0.8,0.7979999999999999,1.1,0.6,0.1,3.7,0.3,1.5,1.9,0.7,0,0,0,1
29518,Courtney Wallace,80,245,Center,98,13,14.6,1.6,3.2,0.515,1.6,3.1,0.518,0.0,0.0,0.515,1.1,1.9,0.562,0.3,0.3,0.4,4.3,1.1,1.6,2.7,1.0,0,1,0,0
29519,Dakari Wallace,72,155,Guard,117,41,18.4,1.8,5.1,0.35700000000000004,1.2,2.8,0.408,0.6,2.2,0.35700000000000004,1.3,1.8,0.723,1.2,1.1,0.2,5.6,0.6,1.7,2.3,1.4,0,0,0,1
29520,Daniel Wallace,80,215,Center,49,3,5.2,0.4,0.9,0.455,0.4,0.9,0.465,0.0,0.0,0.455,0.1,0.3,0.4,0.3,0.1,0.1,0.9,0.2,0.9,1.0,0.4,0,1,0,0
29522,Devante Wallace,77,185,Guard,116,65,22.4,2.9,6.7,0.429,1.3,3.0,0.435,1.6,3.7,0.429,1.0,1.4,0.7659999999999999,1.2,0.7,0.5,8.4,1.1,2.9,4.1,1.0,0,0,0,1
29523,Eric Wallace,77,233,Forward,66,46,18.9,2.8,6.3,0.447,2.7,6.0,0.454,0.1,0.3,0.447,0.8,2.1,0.379,0.4,0.7,1.0,6.5,1.7,3.6,5.3,1.2,0,0,1,0
29524,Gary Wallace,75,200,Guard,134,35,20.3,1.7,3.9,0.428,1.1,2.3,0.468,0.6,1.5,0.428,1.2,1.7,0.691,1.3,0.7,0.1,5.1,0.6,1.7,2.3,1.3,0,0,0,1
29525,Greg Wallace,80,210,Forward,39,5,9.8,1.2,2.6,0.4370000000000001,1.2,2.6,0.441,0.0,0.0,0.4370000000000001,0.4,0.6,0.636,0.2,0.3,0.3,2.7,0.7,1.4,2.1,0.8,0,0,1,0
29526,Jay Wallace,79,215,Forward,47,26,23.1,3.9,8.1,0.478,3.9,8.0,0.481,0.0,0.1,0.478,1.8,2.9,0.642,0.6,0.8,1.1,9.6,2.2,3.3,5.5,1.9,0,0,1,0
29527,JD Wallace,81,205,Center,54,46,26.6,2.4,3.6,0.665,2.4,3.6,0.675,0.0,0.1,0.665,1.2,2.1,0.56,0.3,0.8,1.2,6.1,2.3,4.4,6.8,0.8,0,1,0,0
29528,Jermaine Wallace,75,218,Guard,119,108,27.4,4.3,10.4,0.414,2.6,5.5,0.477,1.7,4.9,0.414,1.7,2.4,0.715,1.2,1.1,0.4,12.0,1.5,2.3,3.7,1.6,0,0,0,1
29529,Jonathan Wallace,73,195,Guard,136,136,30.6,3.1,6.7,0.464,1.3,2.6,0.513,1.8,4.1,0.464,1.3,1.6,0.821,2.8,0.9,0.0,9.2,0.6,1.7,2.3,1.8,0,0,0,1
29531,Josh Wallace,70,170,Guard,118,60,20.6,1.3,3.3,0.375,1.2,3.0,0.389,0.1,0.4,0.375,1.1,1.7,0.65,2.6,1.0,0.1,3.7,0.3,1.3,1.6,1.3,0,0,0,1
29532,Josh Wallace,70,162,Guard,5,0,2.4,0.2,0.6,0.333,0.2,0.6,0.333,0.0,0.0,0.333,0.2,0.4,0.5,0.0,0.4,0.0,0.6,0.2,0.2,0.4,0.6,0,0,0,1
29534,Josiah Wallace,76,185,Guard,32,32,32.7,5.4,13.2,0.411,3.5,7.8,0.452,1.9,5.4,0.411,2.8,3.5,0.802,2.9,0.8,0.2,15.5,0.6,3.3,3.9,2.5,0,0,0,1
29535,Judson Wallace,82,240,Center,102,80,22.1,3.5,7.4,0.481,2.8,5.0,0.556,0.8,2.4,0.481,2.8,3.7,0.746,1.6,0.8,0.6,10.7,1.5,3.4,4.8,2.0,0,1,0,0
29536,Karrington Wallace,79,200,Forward,28,3,13.5,1.3,2.8,0.468,1.3,2.6,0.479,0.0,0.1,0.468,0.4,0.6,0.647,0.3,0.3,0.4,3.0,0.9,1.8,2.7,0.7,0,0,1,0
29537,Keaton Wallace,75,185,Guard,67,52,31.1,5.3,13.3,0.398,2.4,5.2,0.454,2.9,8.1,0.398,2.1,2.6,0.815,2.5,1.0,0.5,15.6,0.7,3.3,4.0,1.9,0,0,0,1
29538,Kendall Wallace,76,195,Guard,128,13,15.1,1.4,3.8,0.38,0.3,0.8,0.406,1.1,2.9,0.38,0.4,0.5,0.758,0.7,0.4,0.0,4.3,0.3,0.9,1.2,0.5,0,0,0,1
29539,Lathen Wallace,75,200,Guard,120,20,16.5,2.3,5.8,0.387,1.2,2.6,0.439,1.1,3.2,0.387,1.3,1.8,0.7140000000000001,0.4,0.5,0.1,6.9,0.6,1.3,1.8,1.0,0,0,0,1
29540,Marcus Wallace,73,175,Guard,37,4,17.9,1.9,4.3,0.45,1.5,2.9,0.505,0.5,1.4,0.45,1.1,1.9,0.594,1.9,1.2,0.1,5.5,0.7,1.4,2.1,1.4,0,0,0,1
29541,Marcus Wallace,73,180,Guard,87,24,14.1,1.1,2.8,0.388,0.6,1.4,0.441,0.5,1.5,0.388,0.6,0.9,0.747,0.6,0.5,0.0,3.3,0.4,0.7,1.2,1.1,0,0,0,1
29542,Matthew Wallace,73,170,Guard,38,3,8.0,0.8,2.7,0.307,0.3,0.7,0.444,0.5,1.9,0.307,0.2,0.3,0.9,0.4,0.3,0.0,2.4,0.1,0.4,0.6,0.8,0,0,0,1
29543,Mike Wallace,77,236,Center,60,42,30.3,5.0,9.1,0.5539999999999999,5.0,9.0,0.5579999999999999,0.0,0.1,0.5539999999999999,2.7,3.8,0.708,0.8,0.5,0.6,12.7,3.0,5.6,8.6,1.7,0,1,0,0
29544,Patrick Wallace,73,185,Guard,72,15,17.7,2.0,5.4,0.3720000000000001,0.4,0.8,0.467,1.6,4.6,0.3720000000000001,0.5,0.6,0.818,1.1,0.3,0.0,6.2,0.1,1.0,1.1,0.8,0,0,0,1
29545,Phil Wallace,77,225,Center,30,21,19.2,2.6,5.5,0.47,2.6,5.5,0.473,0.0,0.0,0.47,1.7,2.8,0.595,1.1,0.6,0.1,6.9,2.0,2.7,4.7,1.2,0,1,0,0
29546,Reid Wallace,78,215,Forward,25,0,10.2,1.0,2.2,0.481,0.7,1.2,0.586,0.4,1.0,0.481,0.1,0.1,0.667,0.2,0.2,0.2,2.5,0.4,1.0,1.4,0.5,0,0,1,0
29547,Ryan Wallace,79,230,Forward,25,7,13.9,0.9,1.8,0.523,0.9,1.8,0.523,0.0,0.0,0.523,0.6,0.9,0.727,0.7,0.1,0.0,2.5,0.8,1.2,2.0,1.2,0,0,1,0
29548,Steve Wallace,77,190,Forward,48,0,6.9,0.4,0.9,0.4,0.2,0.5,0.4,0.2,0.4,0.4,0.3,0.3,0.8,0.4,0.3,0.1,1.2,0.3,0.6,0.8,0.6,0,0,1,0
29549,T.J. Wallace,75,205,Guard,118,88,27.6,3.6,9.2,0.39,2.5,5.9,0.419,1.1,3.3,0.39,2.5,3.5,0.726,2.2,0.9,0.2,10.8,0.9,3.3,4.1,2.1,0,0,0,1
29550,Travis Wallace,72,175,Guard,22,0,4.1,0.2,0.4,0.5,0.1,0.2,0.5,0.1,0.2,0.5,0.1,0.3,0.333,0.4,0.2,0.0,0.5,0.2,0.5,0.7,0.5,0,0,0,1
29551,Travis Wallace,78,230,Forward,127,61,21.0,4.3,8.3,0.527,4.3,8.2,0.528,0.0,0.0,0.527,1.8,3.0,0.607,0.8,0.4,0.6,10.5,1.9,3.2,5.1,1.4,0,0,1,0
29552,Tyrone Wallace,77,200,Guard,129,114,31.6,4.6,11.0,0.415,3.6,7.9,0.464,0.9,3.1,0.415,2.6,4.2,0.613,3.4,1.1,0.4,12.6,1.0,4.2,5.2,2.2,0,0,0,1
29553,Warren Wallace,75,190,Forward,5,0,5.4,1.2,1.8,0.667,1.0,1.6,0.625,0.2,0.2,0.667,0.4,1.2,0.333,0.0,0.2,0.0,3.0,1.2,0.4,1.6,0.4,0,0,1,0
29554,Jason Wallace-Carter,81,260,Center,57,18,20.0,2.2,4.6,0.479,2.2,4.6,0.483,0.0,0.0,0.479,0.9,1.9,0.509,1.2,0.8,0.6,5.4,1.7,2.8,4.5,1.2,0,1,0,0
29555,John Waller,76,180,Guard,102,59,25.2,3.1,7.7,0.41,1.8,3.9,0.451,1.4,3.7,0.41,0.7,1.1,0.6940000000000001,1.1,0.7,0.4,8.4,1.5,2.7,3.7,1.6,0,0,0,1
29556,Karon Waller,76,205,Guard,67,17,12.8,0.9,2.6,0.343,0.5,1.3,0.375,0.4,1.3,0.343,0.8,1.2,0.718,0.5,0.3,0.0,3.0,0.4,1.7,2.1,0.8,0,0,0,1
29557,Kavon Waller,77,210,Forward,121,64,22.5,2.3,5.5,0.415,1.0,2.1,0.471,1.3,3.3,0.415,0.7,1.0,0.638,1.1,0.2,0.3,6.5,0.8,2.1,3.0,1.2,0,0,1,0
29558,Tay Waller,74,193,Guard,62,60,29.7,4.5,10.5,0.431,1.5,2.6,0.561,3.0,7.8,0.431,1.4,1.8,0.795,1.4,1.4,0.2,13.5,0.6,2.6,3.2,1.1,0,0,0,1
29559,Tristin Walley,79,215,Forward,62,46,23.4,2.3,5.9,0.383,1.5,3.4,0.429,0.8,2.5,0.383,1.9,2.6,0.706,1.0,0.7,0.6,7.2,1.8,3.2,5.0,1.2,0,0,1,0
29560,Caleb Wallingford,77,214,Guard,11,0,2.7,0.2,0.8,0.222,0.2,0.4,0.5,0.0,0.5,0.222,0.1,0.2,0.5,0.3,0.0,0.0,0.5,0.2,0.2,0.4,0.2,0,0,0,1
29561,Jon Wallingford,70,168,Guard,20,1,5.7,0.6,1.5,0.3670000000000001,0.1,0.3,0.333,0.5,1.2,0.3670000000000001,0.4,0.4,0.875,0.1,0.3,0.0,1.9,0.1,0.3,0.4,0.4,0,0,0,1
29563,Venjie Wallis,76,185,Guard,37,29,26.6,3.6,8.4,0.426,3.1,6.5,0.467,0.5,1.8,0.426,3.1,4.8,0.648,1.8,1.3,0.4,10.8,1.4,2.3,3.6,2.1,0,0,0,1
29564,Calvin Walls,80,235,Forward,77,48,22.5,2.5,5.6,0.45,2.5,5.4,0.462,0.0,0.2,0.45,1.7,2.8,0.613,1.1,0.6,0.6,6.7,2.0,3.5,5.4,1.6,0,0,1,0
29565,Craig Walls,79,210,Forward,54,43,28.1,3.6,7.1,0.507,3.6,7.0,0.511,0.0,0.1,0.507,1.3,1.9,0.6990000000000001,1.8,0.7,0.9,8.5,1.9,4.5,6.4,2.2,0,0,1,0
29566,Lloyd Walls,81,230,Center,22,0,7.1,0.4,0.8,0.471,0.4,0.8,0.471,0.0,0.0,0.471,0.1,0.2,0.4,0.3,0.1,0.4,0.8,0.4,0.8,1.1,0.3,0,1,0,0
29567,Matt Walls,75,200,Guard,22,6,25.6,2.3,7.6,0.304,0.7,1.8,0.385,1.6,5.9,0.304,1.0,1.4,0.7,1.1,0.4,0.1,7.2,0.6,2.1,2.7,1.0,0,0,0,1
29568,Nick Walls,74,180,Guard,29,23,21.5,1.2,3.8,0.315,1.2,3.3,0.35100000000000003,0.0,0.5,0.315,1.1,1.9,0.6,3.8,0.7,0.0,3.6,0.4,1.9,2.4,2.8,0,0,0,1
29569,Rob Walls,77,205,Forward,76,0,4.1,0.4,1.0,0.382,0.3,0.5,0.463,0.1,0.5,0.382,0.2,0.4,0.586,0.1,0.2,0.1,1.1,0.3,0.5,0.8,0.4,0,0,1,0
29572,Brian Walsh,77,200,Guard,96,56,18.0,1.8,4.5,0.409,0.9,2.1,0.442,0.9,2.4,0.409,1.0,1.3,0.754,1.0,0.7,0.1,5.5,0.7,2.0,2.8,0.7,0,0,0,1
29574,Matt Walsh,78,205,Forward,92,90,30.7,4.4,9.7,0.454,2.3,4.5,0.521,2.1,5.3,0.454,3.2,4.1,0.7959999999999999,3.0,1.4,0.3,14.1,0.6,3.9,4.4,2.8,1,0,1,0
29575,Nick Walsh,70,150,Guard,103,3,8.9,0.9,2.7,0.335,0.3,0.8,0.333,0.6,1.9,0.335,0.3,0.3,0.8240000000000001,0.5,0.4,0.0,2.7,0.1,0.4,0.5,0.7,0,0,0,1
29576,Reilly Walsh,75,180,Guard,61,33,16.0,1.3,2.9,0.46,0.8,1.6,0.515,0.5,1.3,0.46,0.4,0.6,0.639,0.9,0.8,0.1,3.5,0.7,1.3,2.0,0.8,0,0,0,1
29578,Chris Walter,75,190,Guard,8,2,9.9,0.6,1.6,0.385,0.5,1.1,0.444,0.1,0.5,0.385,0.5,0.8,0.667,0.3,0.0,0.3,1.9,0.4,1.4,1.8,0.5,0,0,0,1
29579,Kellen Walter,82,225,Forward,81,1,4.3,0.8,1.6,0.459,0.1,0.1,0.9,0.6,1.5,0.459,0.2,0.2,0.882,0.1,0.1,0.1,2.3,0.2,0.5,0.6,0.3,0,0,1,0
29580,Kienan Walter,81,195,Forward,79,22,16.1,1.8,4.0,0.463,1.3,2.3,0.5429999999999999,0.6,1.6,0.463,1.2,1.8,0.662,0.8,0.5,0.3,5.4,0.7,2.4,3.1,1.1,0,0,1,0
29581,Scott Walter,70,170,Guard,14,0,4.6,0.1,0.4,0.4,0.1,0.4,0.4,0.0,0.0,0.4,0.2,0.4,0.5,0.1,0.0,0.0,0.5,0.1,0.6,0.8,0.4,0,0,0,1
29582,Brandon Walters,80,231,Center,91,32,14.4,1.2,2.8,0.443,1.2,2.8,0.444,0.0,0.0,0.443,0.6,1.1,0.573,0.2,0.1,0.6,3.1,1.2,1.7,3.0,0.6,0,1,0,0
29583,Brandon Walters,82,265,Forward,66,26,16.8,3.2,5.1,0.635,3.2,5.0,0.643,0.0,0.1,0.635,1.3,1.8,0.713,0.4,0.5,0.7,7.8,2.1,2.1,4.2,1.1,0,0,1,0
29584,J'Mell Walters,72,175,Guard,44,25,20.3,1.4,4.0,0.34700000000000003,1.3,3.3,0.396,0.1,0.7,0.34700000000000003,1.1,1.7,0.653,2.4,0.7,0.1,4.0,0.5,1.4,1.8,3.0,0,0,0,1
29585,Julian Walters,70,175,Guard,65,23,18.2,1.6,3.9,0.398,0.9,1.8,0.483,0.7,2.1,0.398,0.9,1.1,0.778,2.7,0.7,0.0,4.6,0.4,2.5,2.9,1.2,0,0,0,1
29587,Kirk Walters,83,247,Center,102,30,11.0,1.1,2.0,0.539,1.1,2.0,0.539,0.0,0.0,0.539,0.7,1.1,0.605,0.1,0.2,0.8,2.9,0.7,1.2,1.9,0.6,0,1,0,0
29588,Malcolm Walters,74,160,Guard,14,0,4.2,0.1,0.8,0.182,0.1,0.3,0.25,0.1,0.5,0.182,0.2,0.6,0.375,0.4,0.1,0.1,0.6,0.1,0.4,0.5,0.6,0,0,0,1
29589,Mark Walters,74,225,Guard,116,94,27.9,3.5,8.2,0.43,2.4,4.9,0.479,1.2,3.3,0.43,2.1,2.9,0.7120000000000001,2.3,1.3,0.2,10.3,1.2,3.0,4.2,1.9,0,0,0,1
29590,Neveij Walters,78,238,Forward,30,11,18.9,2.2,4.3,0.5,2.2,4.3,0.5,0.0,0.0,0.5,0.8,1.7,0.48,0.2,0.7,1.1,5.1,1.3,2.3,3.6,1.2,0,0,1,0
29591,Reynold Walters,71,185,Guard,98,16,8.4,0.3,0.7,0.453,0.3,0.6,0.483,0.0,0.0,0.453,0.3,0.4,0.659,0.4,0.3,0.0,0.9,0.2,0.8,1.0,0.8,0,0,0,1
29592,Sam Walters,74,170,Guard,35,0,6.0,0.4,1.1,0.35,0.1,0.1,0.6,0.3,1.0,0.35,0.1,0.1,1.0,0.5,0.1,0.0,1.2,0.0,0.4,0.4,0.4,0,0,0,1
29593,Shaquille Walters,78,190,Guard,31,0,14.0,1.1,2.7,0.405,0.9,1.9,0.466,0.2,0.8,0.405,0.6,1.0,0.625,0.7,0.2,0.1,3.1,0.1,1.5,1.6,0.8,0,0,0,1
29595,Bubba Walther,77,175,Guard,97,60,26.2,3.4,8.6,0.399,1.1,2.4,0.474,2.3,6.2,0.399,1.8,2.2,0.8290000000000001,2.5,1.2,0.1,11.0,0.2,1.8,2.0,1.7,0,0,0,1
29596,A.J. Walton,73,184,Guard,141,87,24.2,1.9,4.8,0.401,1.4,3.4,0.429,0.5,1.4,0.401,1.2,1.8,0.653,3.2,1.6,0.1,5.5,0.6,2.2,2.8,2.1,0,0,0,1
29598,Adrian Walton,72,190,Guard,26,14,26.1,3.8,7.9,0.481,3.4,5.9,0.5820000000000001,0.4,2.0,0.481,1.7,2.6,0.647,2.2,1.6,0.2,9.7,0.6,2.1,2.7,3.5,0,0,0,1
29599,Brandan Walton,74,195,Guard,64,27,21.1,2.5,6.5,0.384,1.0,2.4,0.421,1.5,4.1,0.384,1.3,2.0,0.667,0.8,0.8,0.0,7.8,0.8,1.5,2.3,1.0,0,0,0,1
29600,Chris Walton,81,218,Forward,110,46,22.5,2.0,4.6,0.429,1.6,3.4,0.468,0.4,1.2,0.429,0.8,1.2,0.625,1.5,0.6,0.3,5.1,1.0,2.3,3.4,1.5,0,0,1,0
29601,Cole Walton,83,215,Center,71,21,9.5,0.5,1.3,0.409,0.5,1.3,0.413,0.0,0.0,0.409,0.3,0.6,0.512,0.3,0.2,0.2,1.4,0.7,1.1,1.8,0.5,0,1,0,0
29602,Dallas Walton,84,235,Forward,30,25,18.6,2.3,5.1,0.461,2.2,4.6,0.468,0.2,0.4,0.461,0.9,1.2,0.703,0.7,0.2,1.1,5.7,0.9,2.5,3.4,0.9,0,0,1,0
29603,Dantez Walton,79,210,Forward,96,42,18.9,2.6,6.1,0.433,1.6,2.7,0.612,1.0,3.4,0.433,0.7,1.1,0.637,1.5,0.7,0.4,7.0,1.4,2.4,3.8,1.1,0,0,1,0
29604,Derrick Walton,72,185,Guard,127,125,31.9,3.4,8.4,0.404,1.6,3.8,0.409,1.8,4.6,0.404,2.9,3.5,0.8370000000000001,3.9,1.1,0.0,11.6,0.4,4.0,4.4,1.8,1,0,0,1
29605,Emory Walton,74,235,Guard,56,32,13.0,2.0,5.5,0.365,1.9,4.9,0.381,0.2,0.7,0.365,1.3,1.8,0.747,2.6,0.7,0.1,5.5,0.7,1.7,2.4,2.0,0,0,0,1
29606,Eric Walton,80,215,Center,54,37,21.7,3.6,7.1,0.503,3.6,6.9,0.515,0.0,0.2,0.503,1.6,2.3,0.718,0.4,0.6,0.3,8.8,1.7,3.3,5.0,1.3,0,1,0,0
29607,Isaiah Walton,77,190,Guard,72,52,29.9,5.2,11.6,0.447,3.5,7.1,0.496,1.7,4.5,0.447,3.3,4.0,0.8320000000000001,2.6,1.5,0.3,15.3,0.5,3.5,4.0,3.8,0,0,0,1
29608,John Walton,79,220,Forward,104,77,24.2,2.6,5.8,0.448,2.6,5.8,0.449,0.0,0.0,0.448,2.3,3.6,0.634,0.5,0.7,0.5,7.5,2.0,3.5,5.5,1.6,0,0,1,0
29609,K.J. Walton,75,200,Guard,95,54,19.8,2.9,6.2,0.471,2.7,5.5,0.496,0.2,0.7,0.471,2.4,3.5,0.667,0.9,1.0,0.1,8.3,1.3,1.9,3.2,1.3,0,0,0,1
29611,Ryan Walton,76,193,Guard,11,0,3.8,0.2,0.5,0.4,0.2,0.4,0.5,0.0,0.1,0.4,0.4,0.7,0.5,0.3,0.4,0.1,0.7,0.2,0.3,0.5,0.1,0,0,0,1
29612,Tawrence Walton,77,195,Forward,60,37,25.5,2.3,5.4,0.436,2.0,4.5,0.448,0.3,0.9,0.436,2.2,3.1,0.6940000000000001,1.0,0.8,0.4,7.1,2.1,3.6,5.7,1.6,0,0,1,0
29613,Travis Walton,74,190,Guard,143,92,25.7,1.5,3.7,0.416,1.4,3.3,0.428,0.1,0.4,0.416,1.0,1.5,0.718,3.9,1.2,0.0,4.2,0.5,1.6,2.2,1.7,0,0,0,1
29614,Zach Walton,78,205,Guard,7,4,22.0,3.6,7.4,0.481,2.7,4.4,0.613,0.9,3.0,0.481,1.6,2.0,0.7859999999999999,2.1,0.7,0.3,9.6,1.0,3.6,4.6,1.7,0,0,0,1
29615,Ron Wamer,74,190,Guard,10,0,3.3,0.2,0.4,0.5,0.2,0.2,1.0,0.0,0.2,0.5,0.2,0.3,0.667,0.2,0.0,0.0,0.6,0.0,0.4,0.4,0.3,0,0,0,1
29616,Billy Wampler,78,220,Forward,95,30,20.5,3.2,8.0,0.406,1.5,3.3,0.463,1.7,4.7,0.406,1.6,2.0,0.794,0.8,0.4,0.1,9.8,0.5,1.9,2.3,0.8,0,0,1,0
29617,Bush Wamukota,83,232,Center,60,1,6.4,0.4,0.9,0.451,0.4,0.8,0.46,0.0,0.0,0.451,0.4,0.6,0.611,0.1,0.1,0.1,1.1,0.6,0.9,1.5,0.2,0,1,0,0
29618,Brad Wanamaker,76,210,Guard,134,68,23.5,2.7,6.1,0.4370000000000001,2.2,4.6,0.466,0.5,1.5,0.4370000000000001,2.3,3.2,0.722,3.4,1.0,0.2,8.1,0.9,3.0,3.9,1.9,0,0,0,1
29619,Brian Wanamaker,74,200,Guard,14,0,2.9,0.1,0.1,0.5,0.1,0.1,0.5,0.0,0.0,0.5,0.3,0.6,0.5,0.2,0.1,0.0,0.4,0.1,0.4,0.4,0.3,0,0,0,1
29620,Luke Wandrusch,73,186,Guard,45,0,1.5,0.0,0.2,0.182,0.0,0.2,0.182,0.0,0.0,0.182,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.2,0.1,0,0,0,1
29621,Johnny Wang,81,245,Forward,49,27,11.7,1.0,2.1,0.485,0.9,1.8,0.506,0.1,0.2,0.485,0.4,0.6,0.677,0.2,0.1,0.3,2.5,0.9,1.4,2.3,0.7,0,0,1,0
29622,Lewis Wang,73,180,Guard,11,0,3.5,0.3,0.5,0.5,0.1,0.2,0.5,0.2,0.4,0.5,0.2,0.2,1.0,0.2,0.0,0.0,0.9,0.0,0.0,0.0,0.2,0,0,0,1
29623,Michael Wang,82,215,Forward,26,9,18.1,3.1,6.8,0.455,2.1,3.6,0.585,1.0,3.2,0.455,1.3,1.8,0.708,1.1,0.5,0.2,8.5,0.8,2.8,3.6,1.2,0,0,1,0
29624,Ted Wang,84,215,Center,34,0,7.2,0.4,1.1,0.35100000000000003,0.4,1.1,0.361,0.0,0.0,0.35100000000000003,0.3,0.6,0.474,0.1,0.0,0.4,1.0,0.3,0.6,1.0,0.4,0,1,0,0
29625,Alexis Wangmene,79,241,Forward,136,26,11.9,0.8,1.9,0.456,0.8,1.8,0.46,0.0,0.0,0.456,1.0,1.5,0.6709999999999999,0.1,0.3,0.5,2.7,1.2,1.5,2.8,0.7,0,0,1,0
29626,Adam Ward,78,205,Forward,62,21,14.1,1.5,2.7,0.542,1.5,2.7,0.545,0.0,0.0,0.542,0.7,1.7,0.429,0.4,0.4,1.0,3.7,1.2,1.6,2.7,0.8,0,0,1,0
29628,Ashen Ward,75,214,Guard,119,73,23.5,2.3,6.3,0.374,1.1,2.5,0.4270000000000001,1.3,3.7,0.374,1.0,1.5,0.6890000000000001,1.5,0.6,0.2,7.0,0.9,2.1,3.0,1.3,0,0,0,1
29629,C.J. Ward,71,170,Guard,13,0,2.7,0.2,0.8,0.273,0.1,0.2,0.333,0.2,0.6,0.273,0.2,0.2,1.0,0.5,0.0,0.0,0.8,0.1,0.1,0.2,0.0,0,0,0,1
