,height,weight,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers,drafted,position_Center,position_Forward,position_Guard
7616,81,240,135,37,13.8,1.7,3.1,0.564,1.4,2.3,0.62,0.3,0.8,0.564,0.9,1.2,0.735,0.2,0.2,0.4,4.7,1.0,1.3,2.4,0.5,0,0,1,0
9991,75,205,66,66,27.2,3.3,7.5,0.442,2.6,5.7,0.456,0.7,1.8,0.442,2.7,3.5,0.769,1.0,0.7,0.1,10.0,1.3,2.4,3.8,1.4,0,0,0,1
24949,83,256,16,6,7.8,0.8,1.3,0.65,0.8,1.3,0.65,0.0,0.0,0.65,0.1,0.3,0.5,0.2,0.3,0.6,1.8,0.5,0.8,1.3,0.3,0,1,0,0
26529,78,220,44,44,27.9,4.8,8.5,0.564,4.8,8.5,0.564,0.0,0.0,0.564,2.3,3.4,0.691,1.4,1.1,0.8,12.0,2.2,3.6,5.8,2.1,0,0,1,0
18027,76,180,96,26,19.9,2.1,5.3,0.402,0.8,2.1,0.405,1.3,3.2,0.402,1.0,1.3,0.779,1.1,0.6,0.1,6.5,0.3,1.7,1.9,1.2,0,0,0,1
5290,77,215,67,20,12.5,1.5,3.6,0.429,1.2,2.7,0.461,0.3,0.9,0.429,0.7,1.7,0.402,0.6,0.5,0.1,4.0,1.1,1.5,2.6,1.0,0,0,0,1
29300,82,270,110,85,25.0,3.4,6.6,0.52,3.4,6.3,0.534,0.0,0.3,0.52,2.6,4.1,0.645,1.1,0.4,1.2,9.5,1.9,3.9,5.8,1.9,0,1,0,0
8211,82,215,33,2,14.3,1.1,2.8,0.387,1.0,2.2,0.451,0.1,0.7,0.387,1.3,1.7,0.75,0.7,0.3,1.7,3.6,1.0,2.9,3.9,1.2,0,0,1,0
13826,78,200,29,12,11.5,0.9,1.8,0.481,0.7,1.4,0.5,0.2,0.4,0.481,0.2,0.6,0.438,0.3,0.3,0.2,2.1,0.6,0.8,1.4,0.5,0,0,1,0
16953,73,180,40,14,16.4,1.0,2.2,0.438,0.8,1.6,0.469,0.2,0.6,0.438,0.9,1.2,0.735,1.4,0.7,0.1,3.1,0.4,1.0,1.4,1.7,0,0,0,1
19561,75,175,27,0,8.2,0.7,2.1,0.321,0.4,1.3,0.314,0.3,0.8,0.321,0.3,0.5,0.5710000000000001,0.2,0.1,0.2,1.9,0.2,0.6,0.8,0.4,0,0,0,1
10597,81,230,97,19,8.3,0.4,0.8,0.436,0.3,0.6,0.468,0.1,0.2,0.436,0.2,0.3,0.5710000000000001,0.2,0.2,0.1,0.9,0.7,0.9,1.6,0.5,0,0,1,0
1827,79,190,109,70,24.8,4.3,9.1,0.472,3.2,5.9,0.537,1.1,3.2,0.472,1.9,2.5,0.7759999999999999,1.1,0.6,1.2,11.7,1.1,4.6,5.7,1.2,0,0,1,0
31562,82,270,109,60,15.3,2.1,4.0,0.537,2.1,4.0,0.537,0.0,0.0,0.537,0.9,1.4,0.627,0.2,0.3,0.8,5.2,1.2,2.0,3.2,1.2,0,1,0,0
18327,74,180,119,96,28.3,4.1,8.4,0.487,1.5,2.8,0.5329999999999999,2.6,5.6,0.487,1.2,1.5,0.8390000000000001,3.2,0.9,0.0,12.0,0.3,2.5,2.8,1.4,0,0,0,1
15201,75,190,103,94,26.7,2.5,6.4,0.393,1.8,4.1,0.438,0.7,2.4,0.393,1.6,2.4,0.664,2.0,0.5,0.1,7.4,1.3,2.7,4.0,1.3,0,0,0,1
3572,74,190,112,55,21.0,1.9,4.6,0.4,1.3,2.8,0.47,0.5,1.8,0.4,1.1,1.9,0.61,1.3,0.6,0.1,5.4,1.3,2.0,3.2,1.6,0,0,0,1
8659,73,185,119,65,22.0,1.8,4.2,0.419,1.1,2.3,0.493,0.6,1.9,0.419,1.2,2.1,0.596,2.3,0.8,0.1,5.4,0.4,1.7,2.1,1.5,0,0,0,1
1354,74,200,127,96,31.8,4.0,10.8,0.366,2.2,5.5,0.4,1.8,5.3,0.366,2.7,3.5,0.7759999999999999,3.6,1.3,0.1,12.4,0.8,3.2,4.0,2.9,0,0,0,1
17809,70,160,29,0,1.0,0.2,0.6,0.353,0.1,0.2,0.6,0.1,0.4,0.353,0.1,0.2,0.333,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.1,0,0,0,1
9627,71,180,58,43,29.4,2.8,7.5,0.368,2.0,4.9,0.408,0.8,2.7,0.368,2.2,3.4,0.6559999999999999,3.7,1.3,0.1,8.6,0.6,2.3,2.8,3.6,0,0,0,1
16285,84,280,24,17,15.7,1.7,4.0,0.4270000000000001,1.7,4.0,0.4270000000000001,0.0,0.0,0.4270000000000001,0.9,1.3,0.677,0.5,0.1,0.2,4.3,1.4,2.6,4.0,0.9,0,1,0,0
21619,71,175,9,0,2.0,0.1,0.3,0.333,0.0,0.1,0.0,0.1,0.2,0.333,0.7,0.7,1.0,0.0,0.1,0.0,1.0,0.1,0.1,0.2,0.2,0,0,0,1
24646,69,165,57,36,28.5,4.1,10.9,0.3720000000000001,2.1,5.2,0.395,2.0,5.8,0.3720000000000001,2.4,2.9,0.815,2.3,0.8,0.0,12.6,0.5,1.8,2.3,2.1,0,0,0,1
12251,75,194,129,129,31.1,5.4,12.1,0.443,3.9,8.2,0.476,1.4,3.8,0.443,2.7,3.6,0.745,2.6,1.9,0.1,14.9,0.9,2.5,3.4,2.1,0,0,0,1
13170,74,165,72,71,35.6,4.8,10.7,0.446,3.5,6.9,0.502,1.3,3.8,0.446,2.9,3.8,0.782,2.0,1.1,0.2,13.8,0.9,3.0,3.9,1.9,0,0,0,1
11405,73,190,57,45,26.4,3.1,8.6,0.363,0.6,1.5,0.422,2.5,7.1,0.363,0.5,0.8,0.628,1.3,0.7,0.1,9.2,0.3,1.6,1.9,0.8,0,0,0,1
933,75,205,13,0,1.4,0.4,0.7,0.556,0.3,0.5,0.667,0.1,0.2,0.556,0.2,0.2,1.0,0.0,0.0,0.0,1.0,0.2,0.1,0.2,0.1,0,0,1,0
11169,73,203,90,69,27.6,2.4,5.9,0.403,0.8,2.1,0.383,1.6,3.8,0.403,1.8,2.2,0.792,2.2,0.8,0.1,8.1,0.5,3.6,4.0,1.0,0,0,0,1
15814,75,180,90,31,15.4,1.9,4.0,0.483,1.2,2.5,0.495,0.7,1.5,0.483,1.0,1.1,0.893,0.8,0.4,0.1,5.6,0.2,1.1,1.3,0.7,0,0,0,1
29009,76,210,83,57,26.7,3.1,8.1,0.39,1.0,2.2,0.434,2.2,5.9,0.39,0.9,1.3,0.74,1.1,0.6,0.0,9.4,0.3,1.5,1.8,1.1,0,0,1,0
18569,75,195,29,0,3.5,0.3,1.2,0.278,0.1,0.5,0.267,0.2,0.7,0.278,0.1,0.3,0.444,0.3,0.2,0.0,1.0,0.1,0.2,0.3,0.2,0,0,0,1
22298,78,220,53,32,16.1,3.0,5.7,0.523,3.0,5.6,0.525,0.0,0.0,0.523,1.7,2.7,0.624,0.5,0.8,0.4,7.6,1.4,3.4,4.8,1.4,0,0,0,1
15363,79,190,30,15,21.5,4.3,7.3,0.589,4.0,6.0,0.672,0.3,1.3,0.589,2.6,4.4,0.594,0.8,0.9,1.3,11.5,1.7,2.7,4.5,1.2,0,0,1,0
24902,72,168,43,1,2.3,0.0,0.2,0.1,0.0,0.1,0.16699999999999998,0.0,0.1,0.1,0.1,0.2,0.5,0.2,0.0,0.0,0.1,0.0,0.3,0.3,0.1,0,0,0,1
1824,79,200,32,0,6.0,0.6,1.2,0.462,0.6,1.2,0.462,0.0,0.0,0.462,0.5,0.6,0.8,0.1,0.3,0.2,1.6,0.3,0.4,0.7,0.2,0,0,1,0
19228,72,180,26,9,13.0,1.3,3.5,0.363,0.8,1.9,0.4,0.5,1.6,0.363,0.5,0.7,0.737,1.5,0.6,0.2,3.6,0.3,1.1,1.5,1.3,0,0,0,1
4471,75,170,5,0,5.8,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.2,0.0,1.0,1.6,0.625,0.4,0.2,0.0,1.0,0.0,0.2,0.2,0.4,0,0,0,1
11883,71,180,64,55,28.7,2.5,7.0,0.363,2.3,6.2,0.37,0.3,0.8,0.363,2.6,3.3,0.789,3.5,1.3,0.0,7.9,0.6,2.3,2.9,2.0,0,0,0,1
7080,74,175,8,0,3.1,0.1,1.0,0.125,0.1,0.8,0.16699999999999998,0.0,0.3,0.125,0.1,0.4,0.333,0.1,0.0,0.0,0.4,0.1,0.9,1.0,0.1,0,0,0,1
18520,73,175,32,0,7.4,0.5,1.4,0.37,0.5,1.2,0.385,0.1,0.2,0.37,0.3,0.5,0.5329999999999999,0.5,0.3,0.0,1.4,0.1,0.4,0.5,0.5,0,0,0,1
26802,74,180,5,0,8.2,0.4,2.8,0.14300000000000002,0.2,1.2,0.16699999999999998,0.2,1.6,0.14300000000000002,0.0,0.2,0.0,0.4,1.0,0.2,1.0,0.0,0.8,0.8,0.8,0,0,0,1
8879,78,210,137,99,27.9,3.8,9.3,0.405,2.4,5.1,0.464,1.4,4.2,0.405,2.4,3.4,0.6859999999999999,2.2,1.1,0.4,11.3,1.0,3.4,4.4,2.2,0,0,0,1
29797,82,210,104,66,19.4,2.6,4.2,0.61,2.6,4.2,0.61,0.0,0.0,0.61,0.9,1.5,0.573,0.5,0.3,0.7,6.0,1.7,3.5,5.2,1.3,0,1,0,0
10303,75,195,123,94,23.3,2.3,4.7,0.474,2.3,4.7,0.477,0.0,0.0,0.474,1.6,2.4,0.6940000000000001,3.2,0.9,0.4,6.1,0.5,2.5,3.0,2.3,0,0,0,1
26502,74,180,46,6,11.0,0.6,1.9,0.314,0.3,0.7,0.467,0.3,1.2,0.314,0.3,0.5,0.636,0.6,0.3,0.1,1.8,0.2,0.8,1.0,0.5,0,0,0,1
4742,75,193,82,5,7.5,0.8,2.0,0.384,0.0,0.1,0.273,0.7,1.9,0.384,0.2,0.2,0.778,0.3,0.1,0.0,2.4,0.1,0.6,0.7,0.3,0,0,0,1
16061,83,251,100,25,7.9,0.8,1.8,0.461,0.7,1.6,0.454,0.1,0.2,0.461,0.4,0.6,0.7,0.3,0.1,0.2,2.1,0.5,0.8,1.3,0.7,0,1,0,0
4248,79,210,43,6,8.9,1.3,2.2,0.568,1.3,2.2,0.568,0.0,0.0,0.568,0.6,0.9,0.6759999999999999,0.1,0.1,0.6,3.1,0.7,1.1,1.8,0.5,0,0,1,0
23107,74,195,101,69,30.6,5.4,12.5,0.429,2.7,5.1,0.531,2.7,7.4,0.429,3.1,3.8,0.821,2.2,1.3,0.2,16.5,0.6,2.4,3.0,2.0,0,0,0,1
29882,77,205,50,22,24.0,2.8,6.7,0.423,2.3,5.3,0.438,0.5,1.4,0.423,1.2,2.1,0.583,2.0,0.7,0.2,7.3,1.5,3.0,4.5,1.6,0,0,1,0
5140,77,198,30,18,20.5,2.0,4.2,0.488,1.0,1.9,0.544,1.0,2.3,0.488,1.3,1.4,0.884,0.7,0.4,0.0,6.3,0.4,2.1,2.5,1.1,0,0,0,1
30954,79,240,124,114,32.2,3.5,7.1,0.495,3.5,7.1,0.495,0.0,0.0,0.495,1.9,3.2,0.597,1.4,0.4,0.2,9.0,2.0,3.2,5.2,2.3,0,0,1,0
25133,81,240,52,22,13.0,0.6,1.1,0.552,0.6,1.1,0.552,0.0,0.0,0.552,0.7,1.4,0.486,0.3,0.3,0.2,1.9,1.0,1.9,3.0,0.9,0,1,0,0
13534,77,230,63,48,28.3,3.9,8.5,0.456,3.4,6.7,0.518,0.4,1.8,0.456,3.0,5.0,0.5920000000000001,1.8,0.8,0.2,11.1,2.4,4.3,6.7,2.3,0,0,0,1
19538,75,195,112,37,20.0,2.6,6.6,0.392,0.7,1.7,0.407,1.9,4.9,0.392,1.8,2.1,0.84,1.0,0.5,0.0,8.8,0.3,1.7,2.0,1.2,0,0,0,1
9713,73,172,16,0,2.8,0.2,0.4,0.5,0.1,0.3,0.5,0.1,0.1,0.5,0.3,0.4,0.667,0.2,0.1,0.0,0.7,0.1,0.2,0.3,0.1,0,0,0,1
5065,72,175,139,104,26.9,2.3,6.0,0.388,1.5,3.6,0.406,0.9,2.4,0.388,1.8,2.3,0.7859999999999999,3.5,0.5,0.0,7.3,0.4,2.2,2.6,1.8,0,0,0,1
17631,71,170,127,42,21.2,2.1,5.9,0.35600000000000004,0.8,2.0,0.395,1.3,3.8,0.35600000000000004,0.8,1.0,0.7659999999999999,3.4,0.6,0.1,6.2,0.3,1.2,1.5,2.1,0,0,0,1
17786,76,200,26,6,16.9,1.5,3.6,0.426,1.2,2.6,0.441,0.4,1.0,0.426,1.0,1.8,0.574,0.8,0.4,0.1,4.5,0.7,1.2,1.8,1.3,0,0,0,1
18119,78,210,81,29,15.0,1.1,3.0,0.37,1.0,2.5,0.395,0.1,0.6,0.37,1.0,1.3,0.748,0.6,0.6,0.2,3.3,0.9,1.9,2.9,1.0,0,0,1,0
23970,80,220,27,9,21.3,2.1,4.5,0.471,2.0,4.3,0.47,0.1,0.2,0.471,0.9,1.8,0.5,0.4,0.4,0.5,5.2,0.9,2.9,3.8,1.7,0,0,1,0
21238,74,180,63,29,25.5,2.7,6.2,0.433,1.5,3.1,0.495,1.1,3.0,0.433,1.5,1.9,0.779,2.9,0.9,0.0,8.0,0.8,3.0,3.8,2.2,0,0,0,1
1620,79,225,60,6,14.4,2.5,6.4,0.386,1.2,2.7,0.46,1.3,3.8,0.386,1.5,1.7,0.902,0.4,0.6,0.1,7.8,0.9,1.7,2.6,0.8,0,0,1,0
18010,79,210,16,0,2.8,0.7,1.8,0.379,0.4,0.9,0.429,0.3,0.9,0.379,0.3,0.3,0.8,0.1,0.1,0.1,1.9,0.1,0.2,0.3,0.3,0,0,1,0
881,78,205,130,84,27.0,3.8,7.7,0.49,3.5,6.8,0.512,0.3,0.9,0.49,2.5,3.6,0.6970000000000001,2.8,1.3,0.2,10.3,1.8,4.1,5.9,2.8,0,0,1,0
14074,71,180,44,13,11.6,0.7,1.9,0.381,0.5,1.0,0.489,0.2,0.9,0.381,0.7,0.9,0.78,1.9,0.5,0.0,2.4,0.1,0.6,0.8,1.0,0,0,0,1
24116,74,190,120,111,30.0,1.9,5.1,0.38,1.6,3.8,0.421,0.3,1.3,0.38,1.9,3.4,0.555,2.7,1.0,0.1,6.1,0.4,2.0,2.5,2.2,0,0,0,1
17513,79,215,120,54,20.4,2.2,5.4,0.414,2.2,5.2,0.419,0.1,0.2,0.414,2.0,3.0,0.664,0.5,0.5,0.5,6.5,1.8,2.7,4.5,1.3,0,0,1,0
12256,76,180,31,6,17.7,2.1,5.9,0.355,1.1,2.4,0.446,1.0,3.5,0.355,0.9,1.4,0.659,1.2,0.8,0.2,6.2,0.7,1.9,2.6,1.6,0,0,0,1
12387,81,220,27,15,15.4,2.1,4.7,0.46,1.6,3.5,0.463,0.5,1.1,0.46,0.4,0.9,0.44,0.2,0.3,0.3,5.2,1.0,1.4,2.3,1.1,0,1,0,0
30529,83,250,134,89,16.8,1.8,2.9,0.602,1.8,2.9,0.602,0.0,0.0,0.602,1.4,2.4,0.593,0.2,0.4,1.4,4.9,1.7,2.5,4.2,0.9,0,1,0,0
3216,80,210,116,81,23.4,3.0,6.2,0.48,2.9,6.0,0.487,0.0,0.2,0.48,1.2,2.1,0.5920000000000001,0.6,0.8,2.7,7.2,2.1,3.6,5.7,1.8,0,1,0,0
22403,69,160,102,63,27.4,2.8,7.6,0.364,1.2,3.2,0.378,1.6,4.4,0.364,1.6,2.1,0.773,3.6,0.5,0.0,8.8,0.4,1.3,1.6,2.1,0,0,0,1
1547,81,240,13,7,19.5,1.7,3.6,0.468,1.7,3.6,0.468,0.0,0.0,0.468,0.5,1.6,0.333,0.8,0.2,0.2,3.9,2.0,4.2,6.2,1.1,0,1,0,0
30691,80,195,96,37,22.7,2.3,6.3,0.374,1.3,3.3,0.382,1.1,2.9,0.374,0.9,1.4,0.674,0.7,0.3,0.2,6.7,1.4,3.5,4.9,0.8,0,0,1,0
28422,77,210,60,12,15.7,2.1,5.1,0.418,2.0,4.4,0.462,0.1,0.7,0.418,1.1,1.6,0.6629999999999999,0.4,0.4,0.1,5.4,1.2,1.9,3.1,1.5,0,0,1,0
9775,73,188,116,37,21.3,2.0,5.4,0.364,1.5,3.4,0.43,0.5,2.0,0.364,1.6,2.3,0.7040000000000001,2.3,0.5,0.0,6.1,0.2,2.0,2.2,1.6,0,0,0,1
12541,75,195,134,95,27.1,3.6,8.5,0.426,2.5,5.2,0.477,1.1,3.3,0.426,2.0,3.0,0.672,2.1,0.8,0.3,10.4,0.4,2.0,2.4,1.9,0,0,0,1
19619,76,185,29,16,22.8,3.4,7.3,0.474,1.3,2.8,0.463,2.2,4.5,0.474,0.8,1.1,0.742,1.2,0.4,0.0,9.9,0.4,2.6,3.0,0.7,0,0,0,1
5828,74,180,22,7,14.4,0.5,1.9,0.293,0.1,0.5,0.25,0.4,1.3,0.293,0.7,0.8,0.833,1.7,1.0,0.0,2.2,0.2,1.2,1.5,0.8,0,0,0,1
7620,74,192,16,0,2.8,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.3,0.3,1.0,0.2,0.1,0.0,0.3,0.0,0.3,0.3,0.2,0,0,0,1
6505,75,180,11,0,1.2,0.2,0.5,0.333,0.2,0.5,0.4,0.0,0.1,0.333,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.1,0.3,0.0,0,0,0,1
5567,77,205,53,18,16.3,1.1,2.1,0.518,0.9,1.6,0.5760000000000001,0.2,0.5,0.518,0.5,0.7,0.615,1.0,0.4,0.3,2.8,0.9,1.7,2.6,0.8,0,0,1,0
7217,80,230,120,18,13.7,0.8,2.1,0.392,0.8,2.0,0.397,0.0,0.1,0.392,0.7,1.1,0.648,0.4,0.3,0.3,2.3,0.9,1.4,2.3,0.8,0,0,1,0
5778,71,182,54,6,15.5,1.6,3.8,0.429,1.3,2.7,0.486,0.3,1.1,0.429,1.1,1.8,0.616,1.5,1.1,0.1,4.6,0.6,1.4,2.1,0.9,0,0,0,1
28968,71,180,27,0,2.6,0.2,0.4,0.455,0.1,0.3,0.375,0.1,0.1,0.455,0.3,0.4,0.9,0.4,0.2,0.0,0.8,0.1,0.3,0.4,0.5,0,0,0,1
24468,79,215,65,27,23.0,3.5,7.5,0.465,2.7,5.5,0.483,0.8,2.0,0.465,2.4,3.5,0.675,1.5,0.4,0.1,10.1,1.2,3.4,4.5,1.7,0,0,1,0
2715,74,205,62,53,31.2,4.5,11.7,0.382,2.3,5.8,0.398,2.2,5.9,0.382,1.8,2.3,0.787,2.6,1.6,0.0,12.9,1.6,3.1,4.6,2.4,0,0,0,1
30493,76,192,67,14,18.7,1.7,4.0,0.436,0.6,1.2,0.458,1.2,2.7,0.436,0.6,0.7,0.76,1.1,0.5,0.0,5.2,0.2,1.2,1.4,0.5,0,0,0,1
5019,78,205,121,75,22.1,2.5,6.0,0.416,2.0,4.2,0.478,0.5,1.7,0.416,1.5,2.3,0.649,1.0,0.5,0.5,7.0,1.4,2.7,4.1,1.5,0,0,1,0
3953,78,220,145,133,32.6,5.1,11.7,0.44,3.6,7.8,0.467,1.5,3.8,0.44,2.0,2.4,0.8079999999999999,2.5,0.9,0.3,13.7,1.0,3.6,4.6,1.8,0,0,0,1
27578,75,194,123,115,27.3,4.2,9.4,0.449,3.6,7.0,0.51,0.6,2.3,0.449,3.1,4.9,0.635,2.5,1.5,0.6,12.1,0.9,2.5,3.3,3.2,0,0,0,1
21073,75,185,88,36,18.4,2.1,4.9,0.425,1.8,4.1,0.448,0.3,0.8,0.425,1.8,2.5,0.703,2.0,1.1,0.1,6.2,0.7,2.9,3.6,2.1,0,0,1,0
18710,72,190,23,21,28.8,4.3,8.8,0.493,3.8,7.4,0.515,0.5,1.4,0.493,2.3,4.4,0.51,3.6,1.5,0.1,11.5,0.7,3.3,4.0,1.8,0,0,0,1
24671,79,220,60,45,20.7,2.0,4.7,0.423,1.6,3.2,0.503,0.4,1.6,0.423,1.1,1.7,0.654,0.8,0.2,0.6,5.6,1.0,2.6,3.6,1.3,0,0,1,0
8597,76,185,58,57,32.6,3.7,10.0,0.3720000000000001,2.2,5.3,0.42,1.5,4.7,0.3720000000000001,4.8,5.7,0.8340000000000001,1.5,0.5,0.0,13.7,0.3,2.5,2.8,1.8,0,0,0,1
26169,69,190,118,7,14.9,1.0,3.1,0.326,0.9,2.4,0.353,0.1,0.6,0.326,1.3,2.0,0.675,2.3,0.6,0.0,3.5,0.2,1.0,1.3,1.3,0,0,0,1
26382,77,180,10,0,5.0,0.2,1.2,0.16699999999999998,0.1,0.6,0.16699999999999998,0.1,0.6,0.16699999999999998,0.2,0.3,0.667,0.3,0.2,0.2,0.7,0.4,0.4,0.8,0.5,0,0,0,1
16996,76,195,22,0,1.5,0.0,0.2,0.2,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.3,0.3,0.0,0,0,1,0
4800,72,193,93,60,21.3,3.2,8.8,0.363,1.1,2.9,0.3720000000000001,2.1,5.9,0.363,1.0,1.5,0.662,1.5,0.9,0.3,9.5,0.5,2.3,2.8,1.8,0,0,0,1
9596,80,235,15,0,5.5,0.4,0.9,0.429,0.4,0.9,0.429,0.0,0.0,0.429,0.4,0.9,0.429,0.0,0.0,0.3,1.2,0.3,0.7,1.0,0.4,0,0,1,0
14069,77,180,125,97,28.4,5.3,11.5,0.461,4.6,8.9,0.515,0.8,2.7,0.461,3.7,5.0,0.736,2.0,1.9,0.4,15.1,1.3,3.2,4.5,3.0,0,0,0,1
9191,83,251,78,38,20.0,3.2,6.4,0.5,3.0,5.8,0.52,0.2,0.6,0.5,2.1,3.0,0.6990000000000001,0.6,0.3,1.3,8.7,1.7,3.3,4.7,1.9,0,0,1,0
17744,74,175,43,18,20.1,0.7,1.9,0.361,0.5,1.1,0.417,0.2,0.8,0.361,0.3,0.7,0.414,3.0,1.2,0.0,1.9,0.3,1.3,1.6,2.7,0,0,0,1
890,73,185,28,0,2.9,0.4,0.8,0.545,0.1,0.2,0.5,0.3,0.6,0.545,0.1,0.2,0.8,0.1,0.0,0.0,1.3,0.0,0.1,0.1,0.3,0,0,0,1
1226,84,209,27,6,5.1,0.6,1.3,0.444,0.6,1.3,0.444,0.0,0.0,0.444,0.4,0.6,0.625,0.0,0.1,0.6,1.6,0.3,0.6,0.9,0.4,0,1,0,0
27495,75,197,65,6,10.9,0.9,2.2,0.394,0.8,1.9,0.423,0.1,0.3,0.394,0.9,1.5,0.6,0.4,0.4,0.0,2.7,1.0,0.8,1.8,0.5,0,0,0,1
25662,72,178,126,103,30.9,2.5,6.5,0.381,1.5,3.7,0.416,1.0,2.9,0.381,1.4,2.0,0.72,4.0,1.1,0.1,7.4,0.3,2.5,2.9,1.7,0,0,0,1
9675,75,216,13,0,1.2,0.2,0.7,0.333,0.2,0.3,0.5,0.1,0.4,0.333,0.2,0.2,0.667,0.0,0.0,0.0,0.7,0.0,0.2,0.2,0.1,0,0,0,1
18190,73,170,87,70,30.4,4.6,10.2,0.449,3.1,6.7,0.463,1.5,3.5,0.449,1.9,2.2,0.851,2.7,1.1,0.0,12.5,0.4,2.4,2.8,2.0,0,0,0,1
29419,79,215,20,0,4.7,0.5,0.9,0.529,0.5,0.9,0.529,0.0,0.0,0.529,0.1,0.2,0.667,0.2,0.0,0.2,1.0,0.2,0.9,1.1,0.3,0,0,1,0
22952,71,175,13,1,2.7,0.2,0.5,0.28600000000000003,0.2,0.3,0.5,0.0,0.2,0.28600000000000003,0.1,0.2,0.5,0.3,0.0,0.0,0.4,0.0,0.5,0.5,0.2,0,0,0,1
14497,71,185,129,27,22.7,2.3,6.1,0.384,1.0,2.5,0.389,1.4,3.6,0.384,0.8,1.1,0.748,2.1,0.9,0.0,6.9,0.4,1.6,2.0,1.3,0,0,0,1
27145,73,185,23,8,13.5,1.3,4.1,0.326,0.8,2.0,0.422,0.5,2.2,0.326,0.4,0.7,0.563,1.2,0.3,0.0,3.6,0.3,0.8,1.1,1.3,0,0,0,1
14770,75,178,34,26,26.5,2.1,5.9,0.35,0.7,1.7,0.39,1.4,4.1,0.35,1.4,1.9,0.6970000000000001,1.0,0.6,0.5,6.9,0.7,2.5,3.3,0.9,0,0,0,1
20531,79,240,31,0,4.4,0.4,0.7,0.478,0.4,0.7,0.478,0.0,0.0,0.478,0.2,0.3,0.556,0.1,0.0,0.1,0.9,0.4,0.6,0.9,0.2,0,0,1,0
9028,78,245,59,1,6.2,0.1,0.3,0.267,0.1,0.3,0.267,0.0,0.0,0.267,0.2,0.3,0.737,0.2,0.1,0.1,0.4,0.5,0.4,0.9,0.3,0,0,1,0
27115,71,180,15,0,3.5,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.3,0.6,0.556,0.1,0.0,0.1,0.3,0.0,0.2,0.2,0.3,0,0,0,1
29541,73,180,87,24,14.1,1.1,2.8,0.388,0.6,1.4,0.441,0.5,1.5,0.388,0.6,0.9,0.747,0.6,0.5,0.0,3.3,0.4,0.7,1.2,1.1,0,0,0,1
14102,81,220,115,60,21.2,2.6,5.1,0.508,2.6,5.0,0.512,0.0,0.0,0.508,1.9,3.3,0.563,0.6,0.7,0.6,7.0,1.9,3.6,5.6,1.6,0,0,1,0
7776,73,180,11,0,6.5,0.7,1.9,0.381,0.4,1.1,0.333,0.4,0.8,0.381,0.3,0.5,0.6,0.5,0.2,0.0,2.1,0.2,0.5,0.7,0.4,0,0,0,1
22653,79,225,131,92,23.8,3.0,6.1,0.494,3.0,5.9,0.508,0.0,0.2,0.494,1.8,3.3,0.536,0.9,0.5,0.6,7.9,2.0,3.1,5.2,1.6,0,0,1,0
30140,73,170,16,0,2.8,0.3,1.1,0.235,0.1,0.3,0.4,0.1,0.8,0.235,0.4,0.5,0.875,0.2,0.1,0.0,1.1,0.1,0.3,0.4,0.1,0,0,0,1
16558,75,180,60,22,17.0,2.6,5.7,0.453,1.9,3.9,0.489,0.7,1.9,0.453,1.2,1.6,0.745,1.2,0.6,0.2,7.1,0.4,1.1,1.5,1.4,0,0,0,1
1511,77,175,48,12,19.1,1.8,3.7,0.475,1.8,3.6,0.488,0.0,0.1,0.475,1.1,1.8,0.612,0.4,0.6,0.2,4.6,1.3,1.5,2.9,1.0,0,0,0,1
1325,81,225,104,38,15.2,1.2,2.2,0.5429999999999999,1.2,2.2,0.5529999999999999,0.0,0.0,0.5429999999999999,0.8,1.2,0.619,0.3,0.3,0.4,3.2,1.2,2.4,3.5,0.6,0,0,1,0
29762,71,165,13,0,3.7,0.3,0.6,0.5,0.2,0.3,0.5,0.2,0.3,0.5,0.8,0.8,1.0,0.2,0.1,0.0,1.5,0.0,0.3,0.3,0.2,0,0,0,1
11551,82,240,90,15,10.3,0.5,1.2,0.394,0.5,1.2,0.398,0.0,0.0,0.394,0.5,0.8,0.649,0.1,0.2,0.4,1.5,0.7,0.9,1.6,0.6,0,1,0,0
9479,79,225,134,133,31.1,3.1,6.9,0.456,2.8,5.5,0.501,0.4,1.4,0.456,1.8,3.0,0.611,3.0,2.0,1.4,8.5,2.4,5.4,7.7,1.9,0,0,0,1
21822,79,210,33,11,20.7,3.2,6.4,0.491,2.5,4.0,0.632,0.6,2.4,0.491,0.9,1.6,0.585,0.8,0.6,0.5,7.8,1.8,4.2,6.0,0.8,0,0,1,0
16223,80,250,76,7,10.6,1.0,2.1,0.472,1.0,2.1,0.484,0.0,0.1,0.472,0.5,0.7,0.706,0.6,0.2,0.2,2.5,0.7,1.1,1.8,0.5,0,0,1,0
