,name,height,weight,position,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers
23409,Tyler Quinney,6-7,210,Forward,60,52,27.3,3.5,7.0,.491,3.5,7.0,.493,0.0,0.0,.491,3.2,4.0,.808,1.2,0.6,0.1,10.1,1.8,2.5,4.2,2.0
23410,Joe Quintana,6-2,170,Guard,53,24,19.2,1.7,4.8,.349,0.6,1.7,.348,1.1,3.1,.349,0.9,1.0,.836,1.3,1.1,0.2,5.3,0.4,1.3,1.7,0.9
23411,John Quintana,6-1,200,Guard,53,22,24.0,3.9,10.5,.370,2.3,6.0,.382,1.6,4.5,.370,2.6,3.2,.797,2.1,0.6,0.0,11.9,0.8,1.7,2.5,2.5
23412,Rico Quinton,6-9,240,Forward,7,0,8.0,0.9,2.6,.333,0.6,1.4,.400,0.3,1.1,.333,0.6,1.0,.571,0.0,0.6,0.9,2.6,0.6,1.6,2.1,0.7
23413,Darius Quisenberry,6-1,186,Guard,32,32,27.2,4.4,10.8,.410,2.8,5.8,.489,1.6,5.0,.410,3.3,4.2,.797,3.8,1.3,0.0,13.8,0.4,2.6,2.9,2.0
23414,Brian Qvale,6-11,260,Center,117,82,23.2,3.5,6.0,.589,3.5,6.0,.590,0.0,0.0,.589,1.9,2.9,.638,0.6,0.4,2.1,9.0,2.0,4.2,6.2,1.3
23415,Ivan Rabb,6-11,220,Forward,65,64,30.6,4.8,8.8,.544,4.7,8.5,.549,0.1,0.3,.544,3.5,5.2,.666,1.2,0.6,1.1,13.2,2.9,6.6,9.4,1.8
23416,John Rabb,6-11,205,Forward,47,0,7.1,0.4,0.9,.525,0.4,0.8,.526,0.0,0.0,.525,0.3,0.6,.519,0.2,0.1,0.1,1.2,0.5,1.0,1.4,0.5
23417,Jack Raboin,6-6,205,Guard,3,0,1.0,0.7,0.7,1.000,0.3,0.3,1.000,0.3,0.3,1.000,0.0,0.0,,0.0,0.0,0.0,1.7,0.3,0.0,0.3,0.0
23418,Sean Raboin,6-6,215,Forward,72,4,7.8,0.6,1.6,.350,0.5,1.2,.400,0.1,0.4,.350,0.4,0.5,.811,0.3,0.2,0.1,1.7,0.6,0.7,1.3,0.4
23419,Joey Racer,6-1,185,Guard,19,1,2.4,0.2,0.7,.308,0.2,0.4,.429,0.1,0.3,.308,0.1,0.2,.333,0.1,0.0,0.0,0.5,0.2,0.1,0.3,0.2
23420,Brandon Rachal,6-5,215,Guard,27,0,15.9,1.8,3.3,.533,1.7,3.1,.553,0.0,0.2,.533,0.8,1.5,.550,0.7,1.0,0.2,4.4,1.1,2.1,3.3,0.7
23421,Donatas Rackauskas,6-11,240,Center,112,35,14.5,1.7,3.6,.468,1.6,3.3,.480,0.1,0.3,.468,0.9,1.5,.629,0.4,0.3,0.6,4.4,1.2,2.1,3.3,0.9
23422,Darion Rackley,6-3,170,Guard,109,61,27.0,3.3,8.7,.382,2.2,4.7,.458,1.1,3.9,.382,4.4,5.9,.743,1.8,1.3,0.3,12.2,0.8,1.8,2.7,2.1
23423,Drew Rackley,6-2,185,Guard,55,10,12.7,1.3,3.0,.434,0.5,1.1,.429,0.8,1.9,.434,0.5,0.8,.698,0.8,0.5,0.0,4.0,0.1,0.8,0.9,0.7
23424,Case Rada,6-3,200,Guard,20,0,4.3,0.6,1.9,.289,0.2,0.3,.500,0.4,1.6,.289,0.1,0.2,.250,0.2,0.1,0.0,1.6,0.1,0.4,0.5,0.1
23425,Brian Radakovich,6-7,244,Forward,109,67,24.6,2.3,5.1,.449,2.0,4.2,.478,0.3,0.9,.449,1.9,3.1,.614,0.8,0.5,0.6,6.8,1.3,2.8,4.1,1.3
23426,Jonah Radebaugh,6-3,185,Guard,99,96,35.5,2.7,6.3,.435,1.2,2.2,.535,1.6,4.1,.435,1.3,1.9,.686,1.8,1.0,0.2,8.3,1.1,4.8,5.9,1.1
23427,Ivan Radenovic,6-10,240,Forward,122,93,27.1,3.7,7.9,.466,3.2,6.4,.501,0.5,1.5,.466,2.8,3.5,.803,1.6,0.9,0.4,10.7,2.3,3.5,5.8,1.9
23428,James Rader,6-7,225,Forward,12,0,4.3,0.6,1.3,.438,0.3,0.5,.500,0.3,0.8,.438,0.6,0.7,.875,0.1,0.0,0.0,2.1,0.2,0.8,0.9,0.3
23429,Petar Radev,6-3,175,Guard,4,0,,0.0,0.8,.000,0.0,0.3,.000,0.0,0.5,.000,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5
23430,Graeme Radford,6-10,240,Center,103,29,10.2,0.4,1.0,.430,0.4,1.0,.430,0.0,0.0,.430,0.2,0.7,.221,0.1,0.1,0.5,1.1,0.8,1.2,2.0,0.4
23431,Llewchean Radford,6-4,230,Forward,101,34,17.8,2.4,4.8,.507,2.3,4.2,.546,0.1,0.6,.507,1.4,2.2,.634,0.8,0.7,0.2,6.4,1.7,3.1,4.8,1.8
23432,Velimir Radinovic,7-0,230,Center,111,82,21.5,2.4,4.2,.571,2.4,4.2,.571,0.0,0.0,.571,2.1,3.0,.707,0.4,0.2,0.5,6.9,1.8,2.5,4.3,1.5
23433,Mike Radio,5-10,175,Guard,6,0,1.2,0.0,0.8,.000,0.0,0.0,,0.0,0.8,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23434,Dusan Radivojevic,6-7,215,Forward,46,10,15.7,1.1,2.9,.373,0.3,0.5,.636,0.8,2.4,.373,0.4,0.5,.864,1.1,0.5,0.1,3.4,0.2,1.0,1.3,0.8
23435,Duje Radja,6-8,235,Forward-Center,12,0,2.6,0.3,0.8,.444,0.3,0.7,.500,0.0,0.1,.444,0.0,0.0,,0.0,0.1,0.1,0.7,0.3,0.6,0.8,0.0
23436,Hubert Radke,6-10,245,Center,28,16,,2.0,4.6,.434,1.9,4.1,.452,0.1,0.5,.434,0.8,1.3,.657,0.8,0.2,0.3,5.0,1.1,2.2,3.3,1.5
23437,David Radlovic,6-9,210,Forward,56,14,12.3,1.0,2.5,.391,0.8,1.8,.436,0.2,0.7,.391,0.4,0.6,.629,0.2,0.2,0.3,2.5,0.8,1.2,2.1,0.5
23438,Jonathan Radner,5-10,160,Guard,5,0,1.4,0.0,0.6,.000,0.0,0.2,.000,0.0,0.4,.000,0.0,0.0,,0.4,0.0,0.0,0.0,0.0,0.4,0.4,0.2
23439,Luka Radovic,6-9,210,Forward,123,34,13.1,1.1,2.5,.440,1.0,2.1,.479,0.1,0.4,.440,0.5,0.8,.650,0.2,0.2,0.3,2.8,1.3,1.5,2.8,0.9
23440,Luka Radovic,6-8,230,Forward,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
23441,Matija Radovic,6-7,205,Forward,32,0,9.2,0.7,2.3,.306,0.1,0.4,.308,0.6,1.8,.306,0.2,0.4,.583,0.2,0.2,0.0,2.2,0.5,1.2,1.7,0.5
23442,Luka Radovich,6-5,200,Forward,3,0,2.0,0.0,0.7,.000,0.0,0.0,,0.0,0.7,.000,0.0,0.0,,0.0,0.0,0.3,0.0,0.0,0.3,0.3,0.0
23443,Zach Radz,6-2,185,Guard,64,1,15.6,1.6,4.1,.399,1.0,2.2,.482,0.6,1.9,.399,0.8,1.1,.761,0.7,0.2,0.1,4.7,0.3,2.0,2.3,0.9
23444,Michael Radziejewski,6-5,205,Guard,111,50,20.8,2.2,5.4,.406,1.1,2.1,.509,1.1,3.3,.406,0.7,1.0,.728,1.0,0.5,0.3,6.2,1.0,2.3,3.3,1.0
23445,Anthony Raffa,6-1,180,Guard,122,89,27.9,5.0,10.9,.457,3.7,7.1,.514,1.3,3.8,.457,3.0,4.0,.751,1.9,1.3,0.1,14.3,1.0,2.5,3.5,2.1
23446,Kevin Rafferty,6-8,215,Forward,30,0,1.8,0.1,0.3,.500,0.1,0.2,.667,0.0,0.1,.500,0.0,0.1,.000,0.0,0.0,0.0,0.3,0.0,0.2,0.2,0.1
23447,Matt Rafferty,6-8,215,Forward,117,96,26.9,4.3,7.5,.576,4.0,6.4,.621,0.3,1.1,.576,2.5,3.3,.755,2.7,1.6,0.8,11.5,2.4,4.9,7.3,1.4
23448,Wolfgang Raffety,6-8,235,Center,55,0,12.7,1.2,2.4,.485,0.9,1.6,.540,0.3,0.8,.485,0.5,0.7,.700,0.3,0.1,0.0,3.1,0.8,1.1,1.9,0.5
23449,Justin Raffington,6-9,255,Center,105,50,18.6,2.2,4.6,.472,2.1,4.3,.488,0.0,0.2,.472,1.4,2.4,.559,0.6,0.2,0.5,5.7,1.8,3.2,5.0,1.6
23450,Mamo Rafiq,5-10,170,Guard,29,4,14.3,1.1,2.7,.397,0.7,1.7,.438,0.3,1.0,.397,0.1,0.3,.444,1.1,0.3,0.0,2.6,0.3,0.8,1.2,1.2
23451,Andre Rafus Jr.,6-9,178,Guard,5,0,8.8,1.0,2.2,.455,0.8,0.8,1.000,0.2,1.4,.455,0.0,0.0,,0.0,0.2,0.2,2.2,0.0,0.8,0.8,0.6
23452,John Ragin,6-2,160,Guard,4,0,2.0,0.3,0.8,.333,0.3,0.5,.500,0.0,0.3,.333,0.0,0.0,,0.0,0.3,0.0,0.5,0.0,0.3,0.3,0.0
23453,Corwin Ragland,6-1,190,Guard,19,0,8.3,0.6,1.5,.429,0.5,1.1,.500,0.1,0.4,.429,0.5,1.1,.450,1.2,0.5,0.0,1.8,0.1,0.1,0.2,1.4
23454,Jalen Ragland,6-7,175,Forward,52,14,12.8,1.0,3.8,.270,0.4,1.3,.300,0.6,2.4,.270,0.6,0.6,.879,0.5,0.2,0.1,3.2,0.1,0.5,0.7,0.4
23455,Jamar Ragland,6-5,185,Forward,37,16,18.8,2.3,5.9,.390,1.9,4.5,.424,0.4,1.4,.390,1.2,2.1,.566,0.7,0.5,0.2,6.2,0.7,2.1,2.8,1.7
23456,Joe Ragland,6-0,185,Guard,69,51,24.0,3.4,6.6,.515,2.1,3.6,.600,1.3,3.1,.515,1.8,2.2,.841,3.0,0.7,0.2,10.0,0.4,1.9,2.3,1.5
23457,Brent Ragsdale,6-4,185,Forward,60,60,31.4,3.8,8.6,.435,3.1,6.3,.491,0.7,2.3,.435,1.7,2.4,.702,1.9,1.7,0.4,9.8,1.5,2.2,3.7,1.5
23458,Hamidu Rahman,6-11,245,Center,124,113,21.7,3.1,5.6,.552,3.1,5.6,.552,0.0,0.0,.552,2.5,4.8,.521,0.4,0.3,1.1,8.7,2.7,3.2,6.0,1.8
23459,James Rahon,6-5,205,Guard,132,64,25.6,3.0,7.5,.405,1.6,3.6,.446,1.4,3.9,.405,1.0,1.4,.708,0.9,0.5,0.0,8.5,0.4,1.5,1.9,0.8
23460,Joe Rahon,6-2,195,Guard,134,133,35.6,3.4,8.1,.418,2.1,4.4,.469,1.3,3.7,.418,1.4,2.1,.681,4.5,1.0,0.3,9.5,0.4,3.3,3.7,1.9
23461,Aaryn Rai,6-6,205,Guard,53,29,19.4,1.8,4.5,.407,1.2,2.9,.428,0.6,1.7,.407,1.0,1.3,.794,0.8,0.6,0.3,5.3,1.2,2.7,3.8,1.2
23462,Jordan Railey,7-0,245,Center,100,47,12.8,1.5,3.2,.461,1.5,3.2,.462,0.0,0.0,.461,0.6,1.4,.428,0.6,0.3,0.9,3.5,0.9,1.4,2.3,0.9
23463,Zigmars Raimo,6-8,230,Forward,84,33,16.8,2.3,4.4,.520,2.3,4.3,.532,0.0,0.1,.520,1.3,2.4,.557,0.8,0.7,0.2,5.9,1.5,1.9,3.4,1.1
23464,Brian Raimondi,6-1,165,Guard,2,0,1.0,0.5,0.5,1.000,0.5,0.5,1.000,0.0,0.0,1.000,0.0,0.0,,0.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5
23465,Cadarian Raines,6-9,238,Forward,112,46,17.4,2.1,4.3,.481,2.1,4.3,.481,0.0,0.0,.481,0.8,1.5,.521,0.4,0.4,0.8,4.9,1.8,2.1,4.0,0.8
23466,Jett Raines,6-7,215,Forward,117,93,23.4,3.4,6.7,.510,3.2,6.0,.538,0.2,0.6,.510,1.9,2.6,.733,0.4,0.5,0.4,8.9,1.5,2.6,4.1,0.9
23467,Karl Rainey,6-4,215,Forward,8,0,,0.6,1.6,.385,0.5,0.8,.667,0.1,0.9,.385,0.6,0.9,.714,0.8,0.4,0.3,2.0,0.3,0.4,0.6,1.1
23468,Scott Rainey,6-10,245,Center,17,0,2.9,0.1,0.4,.167,0.1,0.4,.167,0.0,0.0,.167,0.1,0.4,.167,0.1,0.0,0.0,0.2,0.2,0.4,0.6,0.1
23469,Remu Raitanen,6-9,198,Forward,94,7,14.8,1.3,3.3,.385,0.6,1.1,.529,0.7,2.2,.385,0.6,0.9,.693,0.6,0.3,0.1,3.9,0.8,1.8,2.6,0.5
23470,Derek Raivio,6-1,177,Guard,127,95,35.0,3.4,7.9,.432,1.5,3.3,.455,1.9,4.6,.432,2.7,2.9,.927,2.8,1.2,0.0,11.5,0.4,1.8,2.2,1.5
23471,Nik Raivio,6-4,205,Guard,79,76,29.8,5.1,11.9,.432,3.7,7.7,.484,1.4,4.2,.432,2.7,3.8,.695,2.2,1.1,0.1,14.3,1.2,4.2,5.3,2.2
23472,Julius Rajala,6-9,215,Forward,49,11,8.6,0.9,1.6,.582,0.9,1.6,.584,0.0,0.0,.582,0.3,0.5,.600,0.2,0.2,0.3,2.2,0.6,0.9,1.6,0.7
23473,Corey Raji,6-6,218,Forward,126,80,25.6,4.1,7.9,.523,3.7,6.6,.565,0.4,1.3,.523,1.8,2.8,.649,1.3,0.6,0.1,10.4,2.8,3.0,5.7,1.0
23474,Justin Rake,6-3,200,Guard,14,0,3.5,0.4,1.0,.357,0.1,0.4,.400,0.2,0.6,.357,0.0,0.0,,0.1,0.1,0.0,0.9,0.1,0.6,0.7,0.2
23475,Nate Rakestraw,6-4,206,Guard,11,0,3.0,0.0,0.6,.000,0.0,0.1,.000,0.0,0.5,.000,0.0,0.2,.000,0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.1
23476,Nikola Rakicevic,6-5,185,Forward,41,3,8.5,0.9,2.0,.451,0.7,1.3,.537,0.2,0.7,.451,0.3,0.7,.464,0.4,0.3,0.1,2.3,0.7,0.8,1.4,0.4
23477,Jon Rakiecki,6-3,200,Guard,91,24,19.9,1.7,4.9,.336,0.3,0.9,.321,1.4,4.1,.336,0.9,1.3,.702,1.8,0.7,0.0,5.6,0.4,2.0,2.4,1.2
23478,Gligorije Rakocevic,6-11,255,Center,112,22,13.1,1.4,2.7,.508,1.3,2.4,.522,0.1,0.2,.508,0.7,1.2,.600,0.2,0.2,0.2,3.5,1.1,1.5,2.6,0.8
23479,Nick Rakocevic,6-11,225,Forward,105,60,21.8,3.6,6.4,.574,3.6,6.3,.578,0.0,0.0,.574,1.9,2.9,.646,0.7,0.6,0.8,9.2,2.5,3.8,6.3,1.1
23480,Pete Rakocevic,6-11,245,Center,87,15,10.7,1.1,2.5,.425,1.1,2.3,.467,0.0,0.3,.425,0.6,1.0,.631,0.3,0.1,0.4,2.8,0.7,1.3,2.0,0.9
23481,Erik Raleigh,6-8,190,Forward,9,0,1.9,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,.500,0.1,0.2,.500,0.0,0.0,0.0,0.8,0.1,0.1,0.2,0.0
23482,Brandis Raley-Ross,6-3,193,Guard,115,56,24.4,2.6,6.3,.404,1.3,2.9,.443,1.3,3.4,.404,1.0,1.5,.694,1.2,0.6,0.1,7.4,0.8,2.0,2.8,1.2
23483,Corey Raley-Ross,6-3,195,Guard,62,10,6.4,0.5,1.5,.355,0.5,1.2,.405,0.0,0.3,.355,0.3,0.5,.533,0.5,0.2,0.2,1.4,0.3,0.5,0.8,0.7
23484,Blake Ralling,6-6,211,Forward,81,25,13.3,1.0,3.0,.346,0.6,1.6,.377,0.4,1.4,.346,0.7,0.9,.697,0.5,0.4,0.1,3.2,0.8,1.3,2.1,0.7
23485,Javon Ralling,6-6,225,Forward,71,21,14.5,1.2,2.9,.407,1.2,2.9,.409,0.0,0.0,.407,0.9,1.5,.592,0.4,0.1,0.0,3.3,1.0,1.4,2.4,1.0
23486,Donald Ralls,6-0,185,Guard,15,1,1.9,0.2,0.8,.250,0.1,0.3,.500,0.1,0.5,.250,0.0,0.0,,0.1,0.0,0.0,0.5,0.0,0.3,0.3,0.5
23487,Varun Ram,5-9,155,Guard,63,1,4.6,0.1,0.6,.179,0.0,0.2,.100,0.1,0.5,.179,0.3,0.4,.760,0.3,0.3,0.0,0.6,0.0,0.4,0.4,0.3
23488,Victor Ramalho,6-9,255,Forward,64,50,19.9,1.7,4.0,.431,1.7,3.9,.438,0.0,0.1,.431,1.5,2.7,.582,0.4,0.6,0.2,5.0,1.7,2.5,4.2,1.2
23489,Antonio Rambo,5-10,160,Guard,46,33,22.8,2.4,6.5,.376,1.2,3.1,.396,1.2,3.3,.376,1.8,2.2,.810,2.5,0.9,0.1,7.8,0.4,1.0,1.3,2.1
23490,Reggie Rambo,6-7,225,Forward,67,1,6.1,0.7,1.6,.439,0.7,1.4,.479,0.0,0.2,.439,0.2,0.6,.400,0.1,0.1,0.1,1.7,0.8,0.9,1.7,0.4
23491,Tyler Rambo,6-5,220,Forward,78,0,12.6,1.2,2.3,.540,1.2,2.3,.540,0.0,0.0,.540,1.1,1.9,.586,0.6,0.3,0.1,3.6,0.7,0.8,1.5,0.7
23492,Phillip Ramelli,6-10,230,Center,102,82,27.8,3.6,6.6,.545,2.9,5.0,.583,0.7,1.6,.545,1.6,2.1,.788,2.1,0.4,0.8,9.5,0.8,3.3,4.2,2.1
23493,Courtney Ramey,6-3,185,Guard,37,20,25.5,2.9,7.4,.385,1.4,3.5,.385,1.5,3.9,.385,0.8,1.4,.588,3.1,0.9,0.2,8.1,0.8,2.5,3.3,1.9
23494,Jamaal Ramey,6-9,230,Forward,32,0,3.9,0.5,1.2,.385,0.5,1.2,.385,0.0,0.0,.385,0.3,0.5,.500,0.1,0.1,0.1,1.2,0.5,1.2,1.8,0.7
23495,Michael  Ramey,6-4,198,Guard,70,26,18.3,2.0,5.2,.373,0.7,1.8,.406,1.2,3.4,.373,0.4,0.6,.650,0.5,0.2,0.0,5.5,0.1,1.1,1.3,0.6
23496,Andrew Ramirez,6-2,185,Guard,60,6,12.1,1.0,2.5,.377,0.7,1.5,.448,0.3,1.1,.377,0.7,1.1,.642,0.9,0.7,0.0,2.9,0.3,1.0,1.2,1.0
23497,DeLuis Ramirez,6-4,205,Guard,61,54,25.8,3.3,6.8,.489,3.2,6.0,.534,0.1,0.9,.489,1.8,2.9,.644,1.7,0.9,0.1,8.6,2.1,2.9,5.0,2.3
23498,Kendell Ramlal,6-7,217,Forward,106,4,8.8,0.7,1.4,.507,0.7,1.4,.507,0.0,0.0,.507,0.3,0.6,.508,0.2,0.2,0.7,1.7,0.8,1.1,1.9,0.5
23499,Austin Ramljak,6-3,200,Guard,60,46,29.0,3.2,8.2,.391,0.5,1.3,.427,2.7,7.0,.391,1.1,1.6,.716,1.0,0.6,0.1,10.3,0.3,1.9,2.2,0.9
23500,Zach Rammelt,6-2,195,Guard,9,0,2.8,0.2,0.6,.400,0.0,0.1,.000,0.2,0.4,.400,0.0,0.0,,0.2,0.1,0.0,0.7,0.0,0.3,0.3,0.0
23501,Alex Ramon,6-1,196,Guard,85,7,14.3,1.3,2.7,.478,0.8,1.4,.554,0.5,1.3,.478,0.6,0.9,.699,0.9,0.5,0.1,3.7,0.4,1.3,1.7,0.9
23502,Ronald Ramon,6-1,185,Guard,135,70,26.8,2.5,6.0,.418,0.8,1.7,.480,1.7,4.4,.418,1.3,1.7,.801,2.5,0.7,0.0,8.1,0.3,1.6,1.9,1.2
23503,Dwight Ramos,6-5,190,Guard,42,5,7.7,1.0,3.0,.339,0.6,1.4,.421,0.4,1.6,.339,0.3,0.7,.483,0.3,0.2,0.1,2.8,0.4,0.5,0.8,0.4
23504,Marco Ramos,6-7,210,Forward,15,0,2.1,0.4,0.5,.750,0.4,0.5,.750,0.0,0.0,.750,0.3,0.4,.667,0.1,0.0,0.0,1.1,0.1,0.3,0.4,0.0
23505,Charles Ramsdell,6-10,219,Forward,110,50,17.0,1.9,4.7,.402,1.2,2.8,.439,0.7,1.9,.402,0.9,1.3,.732,0.6,0.3,0.6,5.4,1.0,2.6,3.6,1.1
23506,Boo Ramsey,6-2,194,Guard,51,26,22.9,3.3,8.7,.377,0.4,1.0,.415,2.8,7.6,.377,0.5,0.6,.806,1.1,0.7,0.1,9.9,0.4,1.9,2.3,0.9
23507,Devearl Ramsey,6-0,185,Guard,58,34,20.5,2.0,4.9,.407,1.3,3.1,.425,0.7,1.8,.407,1.3,1.7,.780,2.2,0.6,0.1,6.0,0.2,2.2,2.4,1.2
23508,Justin Ramsey,6-10,260,Center,27,4,9.6,0.5,1.6,.295,0.5,1.6,.295,0.0,0.0,.295,0.4,1.0,.393,0.1,0.1,0.2,1.4,0.8,0.6,1.3,0.6
23509,Keith Ramsey,6-9,217,Forward,72,39,19.9,2.0,3.4,.587,1.9,3.1,.614,0.1,0.4,.587,0.8,1.4,.529,1.1,1.1,1.0,4.9,1.7,2.4,4.2,1.1
23510,Mason Ramsey,6-6,220,Forward,122,64,20.5,2.9,5.8,.497,2.6,4.8,.547,0.2,1.0,.497,1.5,2.1,.699,0.9,0.8,0.3,7.5,1.5,1.9,3.4,1.1
23511,Patrick Ramsey,6-4,185,Guard,14,1,2.2,0.4,0.7,.500,0.1,0.1,.500,0.3,0.6,.500,0.0,0.1,.000,0.0,0.1,0.0,1.0,0.1,0.2,0.3,0.0
23512,Samuel Ramsey,6-3,195,Guard,48,3,12.0,1.4,2.4,.588,1.3,2.3,.593,0.1,0.1,.588,0.8,1.3,.617,0.5,0.6,0.1,3.6,0.8,1.5,2.3,1.1
23513,Trace Ramsey,6-7,200,Forward,5,0,2.0,0.0,0.2,.000,0.0,0.2,.000,0.0,0.0,.000,0.2,0.4,.500,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2
23514,Kyle Ramstetter,6-1,185,Guard,10,0,1.3,0.0,0.5,.000,0.0,0.2,.000,0.0,0.3,.000,0.2,0.2,1.000,0.0,0.0,0.0,0.2,0.1,0.2,0.3,0.1
23515,Ken Rancifer,6-5,215,Forward,122,81,21.6,2.8,6.5,.436,1.9,3.8,.485,1.0,2.7,.436,1.2,1.8,.647,0.8,0.4,0.4,7.8,1.0,1.9,2.9,1.5
23516,Ben Rand,6-6,205,Guard,82,30,15.9,1.4,2.9,.494,1.2,2.2,.554,0.2,0.6,.494,1.2,1.7,.700,1.4,0.4,0.0,4.2,0.9,1.5,2.4,1.4
23517,Ben Rand,5-11,160,Guard,58,53,27.1,2.5,7.8,.326,0.9,2.7,.327,1.7,5.1,.326,1.1,1.7,.649,3.0,0.9,0.0,7.8,0.4,1.9,2.3,1.5
23518,Craig Randall,6-4,185,Guard,68,15,17.1,2.2,5.9,.372,1.1,2.1,.521,1.1,3.8,.372,0.6,0.9,.651,1.1,0.6,0.1,6.1,0.4,1.4,1.8,1.2
23519,Derrick Randall,6-9,240,Forward,120,16,9.0,0.8,1.5,.535,0.8,1.5,.535,0.0,0.0,.535,0.4,0.9,.520,0.0,0.2,0.3,2.1,1.1,1.1,2.2,0.4
23520,Jarrin Randall,5-11,149,Guard,56,0,7.8,0.7,2.3,.291,0.4,0.9,.396,0.3,1.3,.291,0.3,0.4,.625,0.6,0.2,0.0,1.9,0.0,0.3,0.3,0.6
23521,Kyle Randall,5-10,172,Guard,124,95,29.6,3.6,9.6,.375,2.5,6.3,.394,1.1,3.2,.375,2.5,3.1,.814,2.5,0.8,0.0,10.8,0.7,1.9,2.5,2.3
23522,Norbert Randall,6-6,246,Forward,11,6,10.3,1.4,2.6,.517,1.4,2.5,.536,0.0,0.1,.517,0.2,0.5,.333,0.0,0.5,0.4,2.9,0.9,1.1,2.0,1.1
23523,Q Randall,6-5,215,Guard,22,7,12.2,1.4,3.1,.441,1.4,3.1,.441,0.0,0.0,.441,1.6,2.4,.673,0.3,0.5,0.3,4.3,1.6,1.6,3.2,1.4
23524,Scootie Randall,6-6,215,Forward,97,58,25.3,2.7,6.5,.423,1.5,2.9,.534,1.2,3.6,.423,0.9,1.2,.725,1.2,0.7,0.1,7.6,1.4,2.5,3.9,0.8
23525,Shane Randall,6-5,210,Forward,77,27,10.1,0.7,1.6,.430,0.6,1.5,.446,0.0,0.1,.430,0.7,0.9,.821,0.2,0.2,0.2,2.1,0.6,1.0,1.6,0.7
23526,Tyrei Randall,6-5,165,Guard,32,0,7.6,0.9,2.2,.414,0.3,0.7,.391,0.6,1.5,.414,0.6,0.8,.692,0.2,0.4,0.3,3.0,0.1,1.0,1.1,0.4
23527,Brian Randle,6-8,220,Forward,121,96,22.1,2.7,5.4,.496,2.5,4.5,.551,0.2,1.0,.496,1.3,2.3,.579,1.1,0.7,0.5,7.0,1.7,2.8,4.5,1.4
23528,Byron Randle,6-3,190,Guard,17,0,6.9,0.1,0.7,.167,0.1,0.4,.167,0.1,0.4,.167,0.2,0.4,.667,0.7,0.3,0.0,0.5,0.1,1.1,1.2,0.5
23529,Chasson Randle,6-2,185,Guard,144,142,33.3,5.3,12.3,.428,3.2,6.9,.462,2.1,5.5,.428,3.8,4.8,.806,2.5,1.2,0.1,16.5,0.5,2.8,3.3,2.3
23530,Jerome Randle,5-10,172,Guard,132,96,30.3,4.5,9.9,.454,2.6,5.2,.498,1.9,4.7,.454,3.0,3.4,.881,4.0,0.7,0.0,13.9,0.4,1.9,2.3,2.8
23531,Julius Randle,6-9,250,Forward,40,40,30.8,4.9,9.8,.501,4.8,9.3,.517,0.1,0.5,.501,5.1,7.2,.706,1.4,0.5,0.8,15.0,3.5,6.9,10.4,2.5
23532,Monwell Randle,6-8,215,Center,111,79,24.6,2.6,5.4,.474,2.5,5.2,.484,0.0,0.2,.474,1.8,2.6,.712,0.4,0.7,0.7,7.0,2.0,3.1,5.1,1.3
23533,Ryan Randle,6-9,245,Forward,65,31,17.2,3.4,6.8,.502,3.4,6.8,.503,0.0,0.1,.502,1.2,2.0,.598,0.5,0.9,0.8,8.1,1.8,3.3,5.1,1.0
23534,MJ Randolp,6-4,165,Guard,31,20,24.4,2.9,5.6,.514,2.8,5.1,.548,0.1,0.6,.514,1.2,2.5,.500,1.7,1.2,0.1,7.2,1.0,2.8,3.9,2.7
23535,Anthony Randolph,6-10,205,Forward,31,31,32.8,5.9,12.7,.464,5.8,12.1,.483,0.1,0.6,.464,3.7,5.4,.693,1.2,1.1,2.3,15.6,2.8,5.7,8.5,3.0
23536,Brandon Randolph,6-2,189,Guard,124,64,21.6,2.4,5.8,.410,1.8,4.0,.450,0.6,1.8,.410,1.4,1.9,.724,2.8,0.7,0.1,6.8,0.4,2.5,3.0,1.9
23537,Brandon Randolph,6-6,175,Guard,63,35,20.4,2.9,7.6,.384,2.0,4.7,.431,0.9,2.8,.384,1.5,1.9,.770,0.9,0.5,0.2,8.2,0.4,1.7,2.1,1.0
23538,David Randolph,6-4,200,Guard,6,0,2.0,0.2,0.5,.333,0.2,0.2,1.000,0.0,0.3,.333,0.3,0.3,1.000,0.0,0.0,0.0,0.7,0.2,0.0,0.2,0.0
23539,Javon Randolph,5-10,160,Guard,55,49,32.2,5.3,12.3,.433,3.5,7.3,.471,1.9,5.0,.433,3.4,4.3,.796,1.4,1.1,0.1,15.9,1.0,1.9,2.9,3.0
