,name,height,weight,position,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers
132,Kim Adams,6-8,235,Forward,116,62,28.0,2.7,4.5,.592,2.7,4.5,.594,0.0,0.0,.592,1.2,2.2,.537,1.1,1.3,0.7,6.6,3.0,4.9,7.9,1.6
133,Levi Adams,6-10,215,Center,19,0,,0.1,0.6,.167,0.1,0.6,.167,0.0,0.0,.167,0.3,0.9,.353,0.1,0.0,0.2,0.5,0.3,0.3,0.6,0.4
134,Louis Adams,6-4,185,Guard,65,19,16.9,2.6,5.6,.457,2.0,4.0,.496,0.6,1.6,.457,2.9,4.0,.729,1.2,0.5,0.2,8.6,0.5,2.1,2.6,1.6
135,Luke Adams,5-9,170,Guard,64,8,9.4,0.5,1.7,.294,0.1,0.5,.172,0.4,1.3,.294,0.7,0.8,.792,0.7,0.4,0.0,2.1,0.1,0.5,0.6,0.8
136,Mark Adams,6-1,175,Guard,45,0,6.3,0.4,1.0,.395,0.2,0.4,.438,0.2,0.6,.395,0.2,0.3,.500,0.5,0.3,0.0,1.1,0.1,0.6,0.7,0.5
137,Marlon Adams,6-6,220,Forward,31,11,17.4,1.9,3.6,.522,1.8,3.2,.550,0.1,0.4,.522,0.5,1.5,.354,0.4,0.3,0.3,4.5,1.5,2.6,4.1,1.2
138,Martavius Adams,6-8,255,Forward,124,93,23.2,3.2,6.9,.467,2.9,5.8,.500,0.3,1.1,.467,1.5,2.5,.612,0.6,0.4,0.3,8.2,1.7,4.2,5.9,1.8
139,Michael Adams,6-2,202,Guard,13,1,2.0,0.2,0.6,.375,0.1,0.2,.500,0.2,0.5,.375,0.2,0.2,1.000,0.2,0.0,0.1,0.8,0.2,0.2,0.4,0.1
140,Mike Adams,6-11,225,Center,35,0,4.1,0.2,0.4,.467,0.2,0.4,.467,0.0,0.0,.467,0.2,0.5,.316,0.0,0.1,0.5,0.6,0.3,0.9,1.2,0.4
141,Randy Adams,6-8,220,Center,100,49,14.7,1.2,2.7,.446,1.2,2.7,.447,0.0,0.1,.446,0.9,1.7,.558,0.3,0.3,0.2,3.4,1.2,1.8,3.0,1.0
142,Rio Adams,6-3,190,Guard,24,0,3.5,0.4,1.0,.400,0.3,0.8,.400,0.1,0.2,.400,0.2,0.5,.385,0.3,0.3,0.0,1.1,0.1,0.1,0.3,0.5
143,Roderick Adams,6-1,185,Guard,55,38,18.9,1.7,3.6,.475,1.6,3.2,.506,0.1,0.4,.475,1.1,2.2,.504,2.4,1.5,0.1,4.7,0.7,1.7,2.4,1.9
144,Shaun Adams,6-6,190,Forward,31,6,3.9,0.3,1.1,.286,0.2,0.6,.316,0.1,0.5,.286,0.5,0.7,.714,0.2,0.2,0.3,1.3,0.4,0.6,1.0,0.3
145,Shelby Adams,6-3,175,Guard,61,2,10.9,1.1,2.3,.490,1.0,1.7,.558,0.2,0.6,.490,0.6,1.1,.574,0.3,0.4,0.0,3.1,0.5,0.9,1.4,0.5
146,Stephaun Adams,6-3,176,Guard,41,5,14.5,0.9,2.9,.308,0.6,1.8,.319,0.3,1.2,.308,1.0,1.4,.714,1.9,0.7,0.0,3.1,0.5,2.1,2.6,1.2
147,Steven Adams,7-0,250,Center,32,32,23.4,3.1,5.5,.571,3.1,5.5,.571,0.0,0.0,.571,1.0,2.2,.443,0.6,0.7,2.0,7.2,2.8,3.5,6.3,1.1
148,Taj Adams,6-7,180,Forward,1,0,10.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,4.0,.250,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0
149,Tremell Adams,6-2,200,Guard,20,4,13.0,2.4,5.8,.405,0.9,1.9,.459,1.5,4.0,.405,1.1,1.3,.846,0.6,0.5,0.0,7.3,1.0,1.1,2.0,1.2
150,Tyler Adams,6-9,254,Center,5,1,4.8,1.0,2.0,.500,1.0,2.0,.500,0.0,0.0,.500,0.4,0.4,1.000,0.2,0.0,0.6,2.4,0.8,1.0,1.8,0.4
151,Tyrel Adams,6-9,250,Center,62,45,12.7,0.8,2.1,.369,0.8,2.1,.375,0.0,0.0,.369,0.5,0.9,.566,0.2,0.1,0.3,2.0,0.6,1.0,1.6,0.7
152,Vic Adams,6-3,165,Guard,5,0,13.4,1.8,5.0,.360,1.0,2.0,.500,0.8,3.0,.360,1.2,1.4,.857,1.0,1.0,0.0,5.6,0.4,0.8,1.2,1.8
153,Will Adams,6-4,190,Forward,27,0,12.5,0.7,2.4,.297,0.4,1.1,.400,0.3,1.3,.297,0.2,0.4,.500,0.4,0.3,0.1,1.9,0.4,0.7,1.2,0.8
154,Will Adams,5-10,180,Guard,103,28,13.0,1.1,3.3,.350,0.4,1.1,.374,0.7,2.2,.350,0.3,0.4,.789,0.6,0.4,0.1,3.3,0.2,0.8,1.0,0.4
155,Wink Adams,6-0,200,Guard,103,102,31.3,4.8,12.3,.395,3.2,7.2,.438,1.7,5.0,.395,3.7,4.8,.763,2.7,1.5,0.1,15.0,0.8,3.2,4.0,1.9
156,Xavier Adams,6-4,205,Guard,77,14,12.8,1.3,2.8,.467,1.1,2.0,.565,0.2,0.8,.467,1.2,1.8,.657,0.7,0.5,0.2,3.9,0.8,1.4,2.2,0.9
157,Jonathan Adams Jr.,6-3,209,Guard,3,0,3.7,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0
158,Shareif Adamu,6-7,200,Forward,31,16,16.7,1.5,3.5,.449,1.5,3.0,.495,0.1,0.5,.449,1.3,2.4,.562,0.5,0.3,0.9,4.5,0.8,1.7,2.5,1.1
159,Shareif Adamu,6-8,225,Forward,6,2,12.3,0.8,2.3,.357,0.7,1.7,.400,0.2,0.7,.357,0.8,1.3,.625,0.5,0.5,0.8,2.7,1.0,1.0,2.0,1.7
160,Jo Adande,6-8,205,Forward,51,6,7.9,0.6,1.3,.453,0.6,1.2,.460,0.0,0.0,.453,0.8,1.4,.563,0.2,0.2,0.2,1.9,0.5,1.4,1.8,0.8
161,Koki Adasi,6-3,190,Guard,53,10,13.7,1.4,3.8,.362,1.0,2.6,.372,0.4,1.2,.362,0.5,0.7,.632,0.7,0.3,0.1,3.6,0.8,1.0,1.8,0.8
162,Jalen Adaway,6-5,201,Guard,63,45,26.9,3.1,6.3,.496,2.6,4.5,.575,0.5,1.8,.496,1.3,1.9,.675,0.8,0.5,0.2,8.0,1.1,3.9,5.0,1.0
163,Jeffrey Addai,6-3,185,Guard,3,0,5.0,0.7,2.0,.333,0.3,0.3,1.000,0.3,1.7,.333,0.0,0.0,,1.0,0.0,0.0,1.7,0.0,0.0,0.0,1.7
164,Brian Addison,6-8,225,Forward,34,9,6.6,0.7,1.6,.426,0.6,1.5,.440,0.0,0.1,.426,0.2,0.6,.364,0.2,0.1,0.4,1.6,0.9,1.1,2.0,0.4
165,Emmanuel Addo,6-8,230,Forward,116,24,15.6,2.2,4.5,.496,1.9,3.7,.517,0.3,0.8,.496,1.5,2.1,.716,0.6,0.1,0.1,6.3,1.1,1.7,2.8,1.2
166,Bam Adebayo,6-10,260,Forward,38,38,30.1,4.5,7.5,.599,4.5,7.5,.599,0.0,0.0,.599,4.1,6.2,.653,0.8,0.7,1.5,13.0,3.1,4.9,8.0,1.7
167,Temi Adebayo,6-10,236,Center,15,0,2.1,0.0,0.1,.000,0.0,0.1,.000,0.0,0.0,.000,0.1,0.3,.500,0.1,0.0,0.1,0.1,0.1,0.3,0.4,0.1
168,Rotolu Adebiyi,6-6,225,Forward,32,3,4.9,0.2,0.7,.333,0.2,0.6,.368,0.0,0.1,.333,0.0,0.1,.250,0.1,0.1,0.1,0.5,0.3,0.5,0.8,0.2
169,Ayo Adedeji,6-4,195,Guard,3,0,2.0,0.0,1.0,.000,0.0,0.3,.000,0.0,0.7,.000,1.0,1.3,.750,0.0,0.0,0.0,1.0,0.7,1.0,1.7,0.0
170,Desmond Adedeji,6-9,298,Center,53,4,10.3,1.5,3.1,.506,1.5,3.1,.506,0.0,0.0,.506,0.6,1.5,.395,0.2,0.2,0.6,3.7,0.8,1.6,2.4,0.9
171,Adetunji Adedipe,6-5,215,Forward,63,3,3.5,0.3,0.5,.613,0.3,0.5,.613,0.0,0.0,.613,0.0,0.3,.188,0.0,0.0,0.0,0.7,0.4,0.5,0.9,0.2
172,Alex Adediran,6-8,245,Forward,56,11,19.7,3.1,6.2,.501,3.1,6.1,.503,0.0,0.0,.501,2.1,3.2,.656,0.5,0.4,0.8,8.3,2.1,2.8,4.9,2.1
173,Ogo Adegboye,6-0,177,Guard,62,42,30.3,2.8,6.9,.400,1.4,3.1,.442,1.4,3.8,.400,2.1,3.2,.660,3.2,0.7,0.1,9.0,0.3,2.1,2.4,2.0
174,Emmanuel Adeife,6-10,235,Center,30,4,9.1,0.4,1.0,.387,0.4,1.0,.387,0.0,0.0,.387,0.9,1.6,.542,0.1,0.2,1.0,1.7,1.1,1.9,3.0,0.2
175,Jawad Adekoya,6-6,190,Guard,41,13,15.6,1.9,5.7,.336,0.8,2.2,.348,1.2,3.6,.336,1.3,1.8,.736,0.5,0.6,0.1,6.3,0.4,1.6,2.0,0.9
176,Jubril Adekoya,6-7,230,Forward-Guard,112,37,19.9,2.1,4.2,.500,1.8,3.5,.519,0.3,0.7,.500,1.3,2.0,.659,0.9,0.7,0.2,5.8,1.1,2.9,4.0,1.3
177,Deji Adekunle,6-11,230,Forward,17,0,7.1,0.4,0.9,.438,0.4,0.9,.438,0.0,0.0,.438,0.2,0.5,.333,0.1,0.1,0.1,1.0,0.5,1.2,1.7,0.6
178,Deng Adel,6-7,190,Forward,89,71,26.8,3.9,9.0,.438,2.8,5.7,.489,1.1,3.3,.438,2.2,2.9,.776,2.0,0.5,0.3,11.2,0.6,3.5,4.1,1.7
179,Kenny Adeleke,6-9,245,Forward,118,101,30.8,6.2,12.0,.516,6.1,11.8,.522,0.0,0.2,.516,3.5,5.8,.606,0.8,0.9,1.0,15.9,4.3,5.9,10.2,3.4
180,Seth Adelsperger,6-11,230,Center,90,14,8.9,1.1,1.8,.610,1.1,1.8,.610,0.0,0.0,.610,0.8,1.3,.600,0.1,0.1,0.3,3.0,0.7,1.2,1.9,0.3
181,Armend Ademi,6-9,230,Forward,49,0,5.2,0.2,0.6,.387,0.2,0.6,.387,0.0,0.0,.387,0.7,0.8,.800,0.0,0.0,0.1,1.1,0.3,0.9,1.2,0.3
182,Faisal Aden,6-4,179,Guard,50,16,25.0,5.1,11.6,.439,3.7,7.3,.500,1.4,4.3,.439,1.8,2.1,.830,1.3,1.3,0.2,13.3,0.7,2.5,3.2,2.3
183,Shore Adenekan,6-9,235,Forward,56,16,17.2,1.8,3.3,.560,1.8,3.3,.560,0.0,0.0,.560,1.1,2.0,.554,0.3,0.3,0.7,4.8,1.2,2.4,3.6,0.9
184,J.T. Adenrele,6-7,235,Forward,126,112,20.1,3.0,5.6,.528,2.9,5.6,.528,0.0,0.0,.528,1.6,2.5,.640,0.6,0.6,0.9,7.5,1.6,2.9,4.5,1.6
185,Aaron Adeoye,6-7,237,Forward,92,46,17.5,1.6,3.6,.441,1.5,3.3,.457,0.1,0.3,.441,0.9,1.4,.630,0.5,0.4,0.5,4.1,1.5,2.7,4.2,1.2
186,Nurudeen Adepoju,6-5,185,Forward,58,45,20.2,2.8,6.9,.409,1.6,3.4,.470,1.2,3.5,.409,1.2,1.8,.654,1.2,0.6,0.1,8.1,1.0,2.1,3.2,1.5
187,Mike Adewunmi,6-4,210,Guard,14,0,2.6,0.0,0.6,.000,0.0,0.1,.000,0.0,0.5,.000,0.1,0.3,.500,0.1,0.1,0.0,0.1,0.1,0.4,0.4,0.0
188,Josh Adeyeye,6-5,220,Guard,63,33,20.0,2.9,7.0,.405,1.0,2.3,.428,1.9,4.7,.405,1.0,1.3,.765,0.6,0.3,0.1,8.6,0.4,2.8,3.2,1.0
189,Pernell Adgei,6-8,220,Forward,36,9,9.1,0.5,1.3,.413,0.5,1.3,.422,0.0,0.0,.413,0.6,1.0,.556,0.3,0.3,0.0,1.6,0.9,1.4,2.3,0.5
190,Anthony Adger,6-1,170,Guard,64,48,26.4,3.4,9.7,.354,1.9,4.6,.407,1.5,5.1,.354,2.5,3.1,.822,2.5,0.8,0.0,11.0,0.4,2.7,3.1,1.9
191,Silas Adheke,6-10,240,Forward,20,0,5.0,0.9,1.2,.708,0.7,1.0,.737,0.2,0.3,.708,0.2,0.3,.600,0.3,0.1,0.1,2.0,0.5,1.2,1.7,0.4
192,Lazare Adingono,6-3,195,Guard,69,55,24.5,2.7,7.2,.380,1.4,3.6,.405,1.3,3.6,.380,2.1,3.1,.671,0.8,0.7,0.2,8.8,1.0,2.6,3.6,1.3
193,Niwayo Adjei,6-1,180,Guard,10,0,3.8,0.2,1.4,.143,0.2,1.0,.200,0.0,0.4,.143,0.8,1.0,.800,0.2,0.0,0.0,1.2,0.0,0.1,0.1,0.6
194,Frederic Adjiwanou,6-9,230,Forward,88,44,23.4,2.5,5.9,.425,2.3,5.2,.451,0.1,0.7,.425,3.8,5.3,.707,0.7,0.6,0.7,8.9,2.0,4.1,6.1,2.3
195,Lamar Adkins,6-8,210,Forward,8,1,5.4,0.6,2.3,.278,0.5,1.0,.500,0.1,1.3,.278,0.6,0.8,.833,0.1,0.0,0.0,2.0,0.3,0.9,1.1,1.0
196,Rodney Adkins,6-0,165,Guard,9,0,2.3,0.0,0.6,.000,0.0,0.3,.000,0.0,0.2,.000,0.0,0.0,,0.4,0.2,0.0,0.0,0.1,0.4,0.6,0.2
197,Dan Adler,6-1,168,Guard,15,0,2.4,0.3,0.7,.400,0.3,0.5,.500,0.0,0.1,.400,0.0,0.1,.000,0.2,0.0,0.0,0.5,0.1,0.3,0.3,0.0
198,Jerod Adler,6-9,237,Forward,57,41,21.7,1.6,4.2,.388,1.3,3.1,.412,0.4,1.1,.388,1.5,2.3,.662,0.8,0.6,0.4,5.2,1.3,2.5,3.8,1.2
199,Landon Adler,6-9,210,Forward,46,9,16.2,3.1,6.6,.462,2.2,4.0,.535,0.9,2.6,.462,1.3,1.8,.723,0.7,0.9,0.5,8.3,1.6,3.5,5.1,1.5
200,Matt Adler,6-11,220,Center,5,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4
201,Scott Adler,6-3,190,Guard,9,0,3.6,0.3,0.7,.500,0.3,0.3,1.000,0.0,0.3,.500,0.2,0.6,.400,0.3,0.0,0.1,0.9,0.2,0.3,0.6,0.0
202,Quinton Adlesh,6-0,195,Guard,86,38,26.0,3.7,8.4,.438,1.6,3.2,.489,2.1,5.2,.438,0.5,0.7,.677,2.3,1.3,0.0,9.9,0.2,2.4,2.7,1.5
203,Abdul Ado,6-11,255,Forward,67,66,25.4,2.4,4.0,.615,2.4,4.0,.615,0.0,0.0,.615,1.5,2.7,.555,0.4,0.7,1.9,6.4,2.3,3.2,5.5,1.6
204,Songo Adoki,6-5,205,Forward,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,Aurimas Adomaitis,6-8,235,Center,83,80,14.7,1.7,3.5,.493,1.7,3.5,.493,0.0,0.0,.493,1.4,2.6,.539,0.4,0.2,0.4,4.8,1.7,1.4,3.1,1.1
206,Nathan Adrian,6-9,235,Forward,140,75,20.9,2.0,4.9,.414,1.3,2.5,.511,0.7,2.4,.414,0.9,1.3,.674,1.4,1.0,0.4,5.7,1.8,1.9,3.7,0.9
207,Jeff Adrien,6-7,243,Forward,133,101,29.5,4.5,8.8,.515,4.5,8.7,.516,0.0,0.0,.515,3.0,4.9,.606,1.1,0.6,1.1,12.1,2.9,5.6,8.5,1.9
208,Marvin Adu,6-8,230,Forward,29,1,4.6,0.2,0.4,.636,0.2,0.4,.636,0.0,0.0,.636,0.1,0.3,.300,0.0,0.2,0.1,0.6,0.2,0.5,0.7,0.3
209,Anthony Aduba,6-2,175,Guard,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,Rivest Aduku,6-2,200,Guard,4,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0
211,Taylor Adway,6-9,210,Forward,81,34,10.4,1.2,2.4,.513,1.2,2.3,.516,0.0,0.0,.513,0.8,1.4,.574,0.3,0.2,0.4,3.2,0.7,1.8,2.5,0.8
212,Jason Aerts,6-6,205,Forward,19,0,1.6,0.2,0.2,1.000,0.2,0.2,1.000,0.0,0.0,1.000,0.1,0.1,.500,0.0,0.0,0.0,0.5,0.2,0.4,0.5,0.1
213,Robert Aery,6-0,185,Guard,13,0,3.8,0.5,2.2,.241,0.2,0.5,.286,0.4,1.7,.241,0.2,0.3,.750,0.2,0.1,0.0,1.7,0.1,0.2,0.2,0.2
214,Serge Afeli,6-9,235,Forward,46,1,5.6,0.5,1.0,.468,0.5,1.0,.468,0.0,0.0,.468,0.1,0.3,.214,0.2,0.2,0.2,1.0,0.6,1.1,1.7,0.4
215,Arron Afflalo,6-5,215,Guard,104,103,32.7,5.0,10.9,.457,3.0,5.5,.539,2.0,5.4,.457,2.8,3.6,.781,1.9,0.6,0.2,14.8,0.6,2.8,3.5,2.0
216,Ernest Aflakpui,6-10,240,Center,112,86,17.4,1.8,3.1,.591,1.8,3.1,.591,0.0,0.0,.591,0.8,1.4,.567,0.4,0.4,0.3,4.4,1.8,3.0,4.9,1.0
217,Wesley Afolayan,6-7,225,Forward,28,0,5.9,0.6,1.6,.356,0.6,1.5,.381,0.0,0.1,.356,0.2,0.6,.353,0.1,0.1,0.1,1.4,0.5,0.9,1.4,0.5
218,Isaac Aftalion,6-4,175,Guard,4,0,1.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
219,Latiq Agard,6-5,225,Forward,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,2.0,2.0,1.000,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
220,Aguir Agau,6-7,190,Guard,32,0,9.9,1.2,2.8,.429,0.9,1.8,.483,0.3,1.0,.429,0.5,0.8,.600,0.4,0.4,0.2,3.3,0.7,1.4,2.1,0.6
221,Akoy Agau,6-8,240,Forward,100,17,11.3,1.0,2.1,.493,0.9,1.7,.534,0.1,0.3,.493,1.2,1.6,.741,0.5,0.2,0.5,3.3,0.9,2.0,2.9,1.0
222,Peter Agba,6-6,210,Forward,1,0,10.0,0.0,4.0,.000,0.0,3.0,.000,0.0,1.0,.000,0.0,2.0,.000,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
223,Ochai Agbaji,6-5,210,Guard,22,16,25.9,3.2,7.1,.449,2.1,3.7,.580,1.0,3.4,.449,1.1,1.6,.694,0.9,0.5,0.5,8.5,1.0,3.6,4.6,1.4
224,Reggie Agbeko,6-7,240,Forward,114,56,18.9,2.2,3.9,.555,2.2,3.9,.554,0.0,0.0,.555,1.2,2.1,.573,0.3,0.3,0.3,5.6,1.5,3.4,4.9,1.4
225,Danny Agbelese,6-8,215,Forward,66,58,22.8,2.0,3.7,.548,2.0,3.7,.548,0.0,0.0,.548,0.9,2.2,.417,0.4,0.3,2.8,4.9,2.1,3.8,5.9,0.6
226,Tunde Agboola,6-4,197,Guard,26,0,3.0,0.2,0.6,.400,0.2,0.5,.385,0.0,0.1,.400,0.0,0.1,.000,0.0,0.1,0.1,0.5,0.1,0.3,0.4,0.1
227,Sam Agee,6-6,212,Forward,8,0,1.6,0.3,0.4,.667,0.1,0.3,.500,0.1,0.1,.667,0.0,0.0,,0.0,0.3,0.0,0.6,0.0,0.3,0.3,0.1
228,Tajuan Agee,6-9,215,Forward,33,28,27.5,4.6,10.0,.458,3.5,7.0,.500,1.1,3.0,.458,3.0,4.1,.728,1.2,1.0,0.7,13.2,1.8,6.2,8.0,2.4
229,Jon Ager,5-11,165,Guard,3,0,6.7,0.7,2.3,.286,0.3,1.3,.250,0.3,1.0,.286,0.0,0.3,.000,0.7,0.0,0.0,1.7,0.0,0.7,0.7,1.0
230,Maurice Ager,6-5,202,Guard,124,73,25.6,4.2,9.6,.441,2.6,5.3,.492,1.6,4.3,.441,2.5,3.2,.775,1.5,0.5,0.3,12.5,0.8,2.6,3.4,1.7
231,Obij Aget,7-1,220,Center,122,94,18.6,2.1,3.6,.598,2.1,3.6,.598,0.0,0.0,.598,1.0,1.5,.669,0.3,0.3,1.1,5.3,1.5,2.7,4.2,0.9
232,Noruwa Agho,6-3,220,Guard,86,70,32.2,4.8,11.9,.403,3.2,8.0,.405,1.6,3.9,.403,2.9,4.1,.694,2.6,1.2,0.3,14.0,0.9,3.2,4.1,2.4
233,Patrick Agho,6-8,205,Forward,40,0,5.6,0.6,1.2,.468,0.6,1.2,.468,0.0,0.0,.468,0.3,0.8,.375,0.1,0.1,0.2,1.4,0.4,0.8,1.2,0.5
234,Aaron Agnew,6-10,365,Center,9,0,1.7,0.1,0.3,.333,0.1,0.3,.333,0.0,0.0,.333,0.0,0.1,.000,0.0,0.0,0.2,0.2,0.2,0.1,0.3,0.2
235,Christian Agnew,6-2,175,Guard,29,18,26.4,4.0,10.1,.391,3.1,6.8,.452,0.9,3.3,.391,2.4,3.7,.664,1.1,1.1,0.1,11.3,0.7,2.3,3.1,2.2
236,Gabe Agorioge,6-4,233,Forward,13,0,1.4,0.1,0.2,.500,0.0,0.1,.000,0.1,0.1,.500,0.2,0.3,.750,0.1,0.0,0.0,0.5,0.1,0.0,0.1,0.1
237,Pietro Agostini,6-9,225,Forward,13,0,3.9,0.3,1.0,.308,0.2,0.7,.333,0.1,0.3,.308,0.3,0.5,.667,0.0,0.3,0.0,1.0,0.2,0.5,0.6,0.1
238,Jashaun Agosto,6-0,165,Guard,96,94,34.8,3.9,9.7,.398,2.8,6.2,.445,1.1,3.5,.398,2.5,3.4,.722,4.1,0.7,0.1,11.3,0.4,2.7,3.1,2.5
239,Denis Agre,6-8,250,Center,40,9,9.6,0.7,1.5,.483,0.7,1.5,.483,0.0,0.0,.483,0.2,0.4,.529,0.2,0.2,0.3,1.6,1.0,1.1,2.1,0.4
240,Antoine Agudio,6-3,190,Guard,122,122,37.4,6.4,14.5,.442,3.5,7.5,.461,2.9,6.9,.442,2.9,4.1,.717,2.6,1.0,0.1,18.7,0.8,2.7,3.5,2.7
241,Diego Aguiar,6-7,235,Center,81,32,17.4,2.9,5.7,.517,2.9,5.6,.524,0.0,0.1,.517,1.3,2.8,.449,0.6,0.7,0.4,7.1,2.1,1.7,3.8,1.5
242,Japeth Aguilar,6-9,225,Center,16,1,6.9,0.7,1.3,.524,0.7,1.2,.579,0.0,0.1,.524,0.4,0.6,.700,0.2,0.3,0.6,1.8,0.4,0.8,1.3,0.6
243,Ronnie Aguilar,7-0,250,Center,37,8,12.4,1.1,2.4,.433,1.1,2.4,.433,0.0,0.0,.433,0.7,1.1,.610,0.1,0.2,0.8,2.8,1.2,3.2,4.4,1.0
244,Gabriel Aguirre,6-10,250,Forward,52,13,16.3,1.7,3.2,.536,1.7,3.2,.539,0.0,0.0,.536,1.5,2.5,.597,0.5,0.2,0.1,4.9,0.9,1.8,2.8,0.9
245,Moses Aguko,6-8,210,Forward,57,47,21.6,2.1,4.4,.484,2.1,4.4,.484,0.0,0.0,.484,2.3,3.4,.662,0.3,0.6,0.3,6.5,1.7,3.2,4.9,1.5
246,Franklin Agunanne,6-9,245,Forward,33,0,6.8,0.8,1.5,.521,0.8,1.5,.521,0.0,0.0,.521,0.4,0.6,.632,0.1,0.2,0.5,1.9,0.2,1.6,1.8,0.8
247,Devon Agusi,6-0,170,Guard,30,26,27.7,3.6,8.3,.435,2.9,6.1,.475,0.7,2.2,.435,4.3,5.8,.737,2.3,1.1,0.0,12.2,1.0,2.1,3.1,3.0
248,Chris Agwumaro,6-6,200,Forward,52,18,15.6,2.2,4.7,.467,1.6,3.2,.515,0.6,1.6,.467,2.1,3.1,.681,0.7,0.4,0.0,7.1,0.9,1.6,2.6,1.7
249,Jefkins Agyeman-Budu,6-5,175,Guard,29,1,9.1,0.4,1.8,.245,0.2,1.3,.184,0.2,0.5,.245,0.2,0.4,.385,0.2,0.4,0.1,1.3,0.4,0.5,0.9,1.1
250,Jamie Ahale,6-5,200,Guard,32,1,15.4,1.2,3.1,.374,0.1,0.2,.400,1.1,2.9,.374,0.0,0.1,.250,0.5,0.3,0.1,3.4,0.4,1.2,1.6,0.3
251,Maverick Ahanmisi,6-2,190,Guard,127,11,11.1,0.8,2.2,.385,0.5,1.1,.423,0.4,1.1,.385,0.8,1.0,.727,1.1,0.4,0.0,2.8,0.2,0.8,1.0,0.9
252,Blake Ahearn,6-2,190,Guard,129,84,26.5,3.7,8.9,.423,1.6,3.6,.444,2.1,5.2,.423,3.4,3.6,.946,1.8,0.7,0.0,13.0,0.3,1.5,1.7,1.7
253,Bobby Ahearn,6-6,225,Forward,121,62,18.9,2.3,4.6,.504,2.1,3.9,.531,0.3,0.7,.504,1.0,1.5,.696,0.5,0.3,0.2,6.0,1.4,2.4,3.8,1.2
254,Kwadzo Ahelegbe,6-2,213,Guard,133,107,26.8,3.1,7.8,.403,2.4,5.5,.428,0.8,2.3,.403,3.0,3.9,.763,2.6,0.5,0.1,10.0,0.3,2.2,2.6,2.2
255,David Ahern,6-0,180,Guard,10,0,3.2,0.2,0.6,.333,0.2,0.4,.500,0.0,0.2,.333,0.2,0.3,.667,0.3,0.1,0.0,0.6,0.0,0.0,0.0,0.3
256,Derek Ahern,6-11,260,Center,1,0,4.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,1.000,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0
257,Adam Ahlfeld,6-0,183,Guard,22,0,1.6,0.0,0.1,.500,0.0,0.0,,0.0,0.1,.500,0.2,0.3,.833,0.1,0.0,0.0,0.4,0.3,0.2,0.5,0.1
258,Hampus Ahlin,6-6,215,Forward,10,1,7.1,0.5,1.9,.263,0.2,0.7,.286,0.3,1.2,.263,0.2,0.2,1.000,0.1,0.2,0.0,1.5,0.1,0.7,0.8,0.7
259,Esa Ahmad,6-8,225,Forward,112,104,23.6,3.2,6.8,.464,2.8,5.6,.502,0.4,1.3,.464,2.5,3.8,.664,1.7,0.9,0.6,9.3,1.7,2.6,4.3,2.0
260,Khalil Ahmad,6-3,209,Guard,117,91,29.6,5.2,12.2,.424,3.6,7.5,.490,1.5,4.7,.424,3.3,4.1,.796,1.5,1.2,0.2,15.1,0.7,3.4,4.0,2.1
261,Mike Ahmad,6-9,240,Center,60,19,15.0,2.1,3.6,.579,2.1,3.6,.579,0.0,0.0,.579,0.9,1.7,.560,0.3,0.2,0.5,5.1,1.3,2.0,3.2,1.1
262,Abdul Ahmed,6-10,207,Forward,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,Abdul Ahmed,6-10,240,Center,58,16,13.6,1.2,3.5,.351,0.7,1.9,.384,0.5,1.6,.351,0.5,0.7,.690,0.5,0.2,0.2,3.5,0.8,1.5,2.3,0.8
264,Alat-Eldin Ahmed,6-8,255,Center,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,.000,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
